ano,estado,municipio,partido,prefeito,votacao
1996,AC,BRASILEIA,PMDB,ALDEMIR LOPES DA SILVA,0.41591
1996,AC,CRUZEIRO DO SUL,PMDB,ALUIZIO BEZERRA DE OLIVEIRA,1
1996,AC,SENA MADUREIRA,PFL,ANTONIA FRANCA DE OLIVEIRA,0.53554
1996,AC,JORDAO,PMDB,ESPERIDIAO MENEZES JUNIOR,0.36674
1996,AC,TARAUACA,PT,JASONE FERREIRA DA SILVA,0.47079
1996,AC,BUJARI,PMDB,JOAO EDVALDO TELES DE LIMA,0.40066
1996,AC,MANUEL URBANO,PT,JORGE ALMEIDA DA SILVA,0.3863
1996,AC,ASSIS BRASIL,PPB,JOSE MONTEIRO DA SILVA,0.36738
1996,AC,PORTO ACRE,PFL,JOSE RUY COELHO DE ALBUQUERQUE,0.28213
1996,AC,XAPURI,PT,JULIO BARBOSA DE AQUINO,0.32864
1996,AC,MARECHAL THAUMATURGO,PMDB,LEANDRO TAVARES DE ALMEIDA,0.5774
1996,AC,CAPIXABA,PPB,LOURIVAL MUSTAFA DE ANDRADE,0.44984
1996,AC,EPITACIOLANDIA,PPB,LUIZ BRANDAO HASSEM,0.46775
1996,AC,PLACIDO DE CASTRO,PFL,LUIZ PEREIRA DE LIMA,0.50828
1996,AC,SENADOR GUIOMARD,PMN,MANOEL GOMES SOCORRO DA SILVA,0.45149
1996,AC,SANTA ROSA,PPB,MANOEL LOPES DUARTE,0.5566
1996,AC,RIO BRANCO,PMDB,MAURI SERGIO MOURA DE OLIVEIRA,0.46799
1996,AC,ACRELANDIA,PFL,PAULO CEZAR FERREIRA DE ARAUJO,0.496
1996,AC,MANCIO LIMA,PMDB,PAULO LIMA DENE,0.52989
1996,AC,FEIJO,PPB,ROMILDO MAGALHAES DA SILVA,0.38785
1996,AC,RODRIGUES ALVES,PMDB,RUI MATOS SAID MAIA,0.51892
1996,AC,PORTO WALTER,PMDB,VANDERLEI MESSIAS SALES,0.66961
1996,AL,SATUBA,PSD,ADALBERON DE MORAIS BARROS,0.33145
1996,AL,MAJOR ISIDORO,PMN,ADOVALDO ALBUQERQUE ALVES,0.55949
1996,AL,PENEDO,PSDB,ALEXANDRE DE MELO TOLEDO,0.33316
1996,AL,FEIRA GRANDE,PSD,ALMIR LIRA SOBRINHO,0.34728
1996,AL,BELO MONTE,PMDB,ANTONIO AVANIO FEITOSA,0.57486
1996,AL,JOAQUIM GOMES,PFL,ANTONIO DE ARAUJO BARROS,0.43494
1996,AL,ESTRELA DE ALAGOAS,PST,ANTONIO GARROTE DA SILVA,0.60867
1996,AL,PALESTINA,PMDB,ANTONIO JOSE DA SILVA,0.56209
1996,AL,CANAPI,PMDB,BENEDITO CASADO DA ROCHA,0.56148
1996,AL,JUNDIA,PSD,BEROALDO RUFINO DA SILVA,0.39483
1996,AL,PILAR,PDT,CARLOS ALBERTO MOREIRA DE MENDONCA CANUTO,0.47561
1996,AL,ARAPIRACA,PSDB,CELIA MARIA BARBOSA ROCHA TERUEL,0.47831
1996,AL,PIRANHAS,PSD,CELSO RODRIGUES REGO,0.53303
1996,AL,MATRIZ DE CAMARAGIBE,PMDB,CICERO CAVALCANTE DE ARAUJO,0.5104
1996,AL,VICOSA,PPB,CICERO EZEQUIEL DA SILVA,0.51836
1996,AL,CAMPO GRANDE,PSB,CICERO FERREIRA NETO,0.51659
1996,AL,PASSO DE CAMARAGIBE,PSDB,CYRIDIAO DURVAL PEIXOTO,0.67362
1996,AL,SANTA LUZIA DO NORTE,PDT,DERALDO ROMAO DE LIMA,0.42722
1996,AL,CRAIBAS,PSD,EDIELSON BARBOSA LIMA,0.45194
1996,AL,SAO JOSE DA TAPERA,PSDB,EDNEUSA PEREIRA RICARDO,0.57133
1996,AL,PAULO JACINTO,PSD,ELMA SALES COSTA,0.61275
1996,AL,CAJUEIRO,PFL,FERNANDO RIBEIRO TOLEDO,0.55527
1996,AL,MARAGOGI,PSDB,FERNANDO SERGIO LIRA NETO,0.36853
1996,AL,BATALHA,PSB,FRANCISCO JOSE DE OLIVEIRA,0.52213
1996,AL,CARNEIROS,PMDB,GENIVALDO NOVAIS AGRA,0.51892
1996,AL,FELIZ DESERTO,PSDB,GERALDO ANTONIO MUNIZ SIMOES,0.57064
1996,AL,CAMPESTRE,PFL,GERVASIO DE OLIVEIRA LINS,0.51218
1996,AL,PARIPUEIRA,PPB,GILBERTO LEONCIO DA SILVA JUNIOR,0.33761
1996,AL,MAR VERMELHO,PSDB,HERMANN ELSON DE ALMEIDA FILHO,0.51226
1996,AL,BARRA DE SANTO ANTONIO,PMN,JAIME CORREIA DE ARAUJO,0.61078
1996,AL,JACARE DOS HOMENS,PSB,JAIME MESSIAS SILVA,0.91558
1996,AL,SAO LUIS DO QUITUNDE,PMDB,JOAO ALVES CORDEIRO,0.50805
1996,AL,OURO BRANCO,PSDB,JOAO ALVES DA SILVA,0.68141
1996,AL,JUNQUEIRO,PFL,JOAO JOSE PEREIRA,0.5946
1996,AL,MARECHAL DEODORO,PSB,JOAO LIMA DA SILVA,0.56894
1996,AL,COITE DO NOIA,PTB,JOAO SEBASTIAO DA SILVA,0.62458
1996,AL,CORURIPE,PMDB,JOAQUIM BELTRAO SIQUEIRA,0.57218
1996,AL,JACUIPE,PSC,JOAQUIM LUCIANO PINHO COSTA,0.48945
1996,AL,PORTO CALVO,PSDB,JORGE ALVES CORDEIRO,0.37868
1996,AL,CAMPO ALEGRE,PL,JORGE MATIAS,0.54373
1996,AL,PAO DE ACUCAR,PSDB,JORGE SILVA DANTAS,0.59128
1996,AL,OLHO D AGUA GRANDE,PMDB,JOSE ADELSON DE SOUZA,0.56583
1996,AL,JAPARATINGA,PST,JOSE ADERSON DA ROCHA RODRIGUES,0.553
1996,AL,TRAIPU,PMDB,JOSE AFONSO FREITAS MELRO,0.57147
1996,AL,UNIAO DOS PALMARES,PT do B,JOSE AFRANIO VERGETI DE SIQUEIRA,0.48273
1996,AL,JARAMATAIA,PPB,JOSE ALBERTO BARROSO BARRETO,0.6752
1996,AL,IGREJA NOVA,PSC,JOSE BORGES,0.54898
1996,AL,SAO BRAS,PSDB,JOSE CARLOS CAVALCANTE SILVA,0.52212
1996,AL,SAO MIGUEL DOS MILAGRES,PMDB,JOSE CICERO FERREIRA DOS SANTOS,0.50471
1996,AL,COQUEIRO SECO,PSC,JOSE COSTA FERRO,0.45875
1996,AL,DOIS RIACHOS,PSDB,JOSE DACENA FILHO,0.57554
1996,AL,PIACABUCU,PFL,JOSE DE CASTRO SILVA,0.52154
1996,AL,PORTO DE PEDRAS,PPB,JOSE DE MORAES NETO,0.51259
1996,AL,SENADOR TEOTONIO VILELA,PPB,JOSE GOMES DOS SANTOS,0.39029
1996,AL,OLHO D AGUA DO CASADO,PPB,JOSE GUALBERTO PEREIRA,0.54328
1996,AL,MATA GRANDE,PDT,JOSE HELIO GOMES BRANDAO,0.55244
1996,AL,IGACI,PSD,JOSE JOAO DE LIMA,0.50217
1996,AL,SANTANA DO MUNDAU,PSC,JOSE LINO DA SILVA,0.55626
1996,AL,SAO SEBASTIAO,PPB,JOSE PACHECO FILHO,0.38485
1996,AL,PORTO REAL DO COLEGIO,PSD,JOSE REIS DO NASCIMENTO,0.35027
1996,AL,TAQUARANA,PSDB,JOSE RODRIGUES DA COSTA,0.49752
1996,AL,AGUA BRANCA,PSB,JOSE RODRIGUES GOMES,0.51609
1996,AL,CAPELA,PL,JOSE VALDEREZ DE BARROS MORAIS,0.64296
1996,AL,MACEIO,PSB,KATIA BORN RIBEIRO,0.32158
1996,AL,BOCA DA MATA,PMDB,KLEBER DE AMORIM TENORIO,0.44322
1996,AL,LAGOA DA CANOA,PMDB,LAURO PEREIRA DA FONSECA,0.61796
1996,AL,MONTEIROPOLIS,PSB,LEONOR MELO MONTEIRO,0.5318
1996,AL,BARRA DE SAO MIGUEL,PSDB,LUCIO FLAVIO DA COSTA CRUZ,0.54838
1996,AL,DELMIRO GOUVEIA,PMDB,LUIZ CARLOS COSTA,0.42305
1996,AL,NOVO LINO,PSD,LUIZ SOARES DA SILVA,0.36351
1996,AL,OLIVENCA,PSC,MAILSON BULHOES DE OLIVEIRA,0.67523
1996,AL,QUEBRANGULO,PSDB,MANOEL COSTA TENORIO,0.60306
1996,AL,MARAVILHA,PMDB,MARCIO FIDELSON MENEZES GOMES,0.38395
1996,AL,POCO DAS TRINCHEIRAS,PSD,MARIA APARECIDA FERREIRA RODRIGUES SILVA,0.49462
1996,AL,MINADOR DO NEGRAO,PFL,MARIA DO AMPARO CARDOSO FERRO SOUSA,0.5416
1996,AL,RIO LARGO,PSD,MARIA ELIZA ALVES DA SILVA,0.43858
1996,AL,OLHO D AGUA DAS FLORES,PSC,MARIA ESTER DAMASCENO SILVA,0.51224
1996,AL,ROTEIRO,PSDB,MARIA HELENA CASTRO JATOBA LINS,0.68333
1996,AL,PALMEIRA DOS INDIOS,PSN,MARIA JOSE DE CARVALHO NASCIMENTO,0.27442
1996,AL,GIRAU DO PONCIANO,PSDB,MARIA SUYENE DE OLIVEIRA,0.54682
1996,AL,MESSIAS,PSB,MARIA TERESA CALHEIROS LEITE,0.42961
1996,AL,SENADOR RUI PALMEIRA,PSC,MARIO CESAR VIEIRA,0.61322
1996,AL,TANQUE D ARCA,PFL,MARIZA TAVARES VALENCA SILVA,0.44501
1996,AL,ANADIA,PMDB,MARLENE FALCAO PEDROSA FIDELIS,0.50291
1996,AL,SAO MIGUEL DOS CAMPOS,PMDB,NIVALDO JATOBA,0.46954
1996,AL,CACIMBINHAS,PFL,NOEMIA FERREIRA VANDERLEY,0.90707
1996,AL,INHAPI,PSDB,OBERDAN TENORIO BRANDAO,0.697
1996,AL,CHA PRETA,PSB,PAULO DUARTE CAVALCANTE,0.56443
1996,AL,SANTANA DO IPANEMA,PSDB,PAULO FERREIRA DE ANDRADE,0.34136
1996,AL,SAO JOSE DA LAJE,PSD,PAULO ROBERTO PEREIRA DE ARAUJO,0.5447
1996,AL,IBATEGUARA,PMN,QUITERIA OLIVEIRA CALDAS BARRETO,0.5279
1996,AL,BRANQUINHA,PTB,RAIMUNDO JOSE DE FREITAS LOPES,0.66069
1996,AL,MURICI,PMDB,REMI VASCONCELOS CALHEIROS,0.5548
1996,AL,MARIBONDO,PSDB,ROBERTO SAPUCAIA DOS SANTOS,0.50509
1996,AL,ATALAIA,PSD,SEBASTIAO PEREIRA ACIOLI,0.29818
1996,AL,LIMOEIRO DE ANADIA,PMDB,SEBASTIAO VIEIRA DE SOUZA,0.54442
1996,AL,COLONIA LEOPOLDINA,PMDB,SEVERIANO JOSE FREITAS DE SOUZA,0.43355
1996,AL,FLEXEIRAS,PFL,SILVANA MARIA CAVALCANTE DA COSTA PINTO,0.83026
1996,AL,PARICONHA,PSB,VALDEMAR ALVES FEITOZA,0.56675
1996,AL,PINDOBA,PMDB,VERA LUCIA NEMESIO DO CARMO,0.42397
1996,AM,JAPURA,PPB,ADALBERTO FONSECA CORTEZ,0.58419
1996,AM,BERURI,PPB,ADILON GALVAO PICANCO,0.468
1996,AM,AMATURA,PFL,AIRTON ZAU,0.50067
1996,AM,SAO PAULO DE OLIVENCA,PFL,ALCIDES MULLER,0.62172
1996,AM,MANAUS,PPB,ALFREDO PEREIRA DO NASCIMENTO,0.34194
1996,AM,SAO GABRIEL DA CACHOEIRA,PT,AMILTON BEZERRA GADELHA,0.35443
1996,AM,MANACAPURU,PFL,ANGELUS CRUZ FIGUEIRA,0.49541
1996,AM,SANTA ISABEL DO RIO NEGRO,PPB,ANTONIO CARLOS FONTES TEIXEIRA,0.51415
1996,AM,PRESIDENTE FIGUEIREDO,PL,ANTONIO FERNANDO FONTES VIEIRA,0.38294
1996,AM,CAAPIRANGA,PFL,ANTONIO FERREIRA LIMA,0.53501
1996,AM,SANTO ANTONIO DO ICA,PMDB,ANTUNES BITAR RUAS,-9.11284
1996,AM,ANORI,PRP,ARISTHEU ALBERTO BRANDAO,0.41182
1996,AM,SILVES,PSC,ARISTIDES QUEIROS DE OLIVEIRA NETO,0.35968
1996,AM,GUAJARA,PPB,ARMANDO CORREIA DE OLIVEIRA FILHO,0.55797
1996,AM,PARINTINS,PPB,CARLOS ALBERTO BARROS SILVA,0.44315
1996,AM,MAUES,PFL,CARLOS JOSE ESTEVES,0.5059
1996,AM,MANAQUIRI,PFL,CLODOALDO MARTINS RODRIGUES,0.54225
1996,AM,MARAA,PPB,DILMAR SANTOS AVILA,0.52874
1996,AM,UARINI,PPB,ERONILDO NEVES DA MOTA,0.52502
1996,AM,ANAMA,PMDB,ESMERALDA MOURA DA SILVA,0.44106
1996,AM,TONANTINS,PSL,FABIO DA SILVA CABRAL,0.45846
1996,AM,ITAMARATI,PST,FRANCISCO BARTOLOMEU BARROSO,0.54644
1996,AM,PAUINI,PSDB,FRANCISCO DAS CHAGAS DE JESUS GOMES DA COSTA,0.60204
1996,AM,EIRUNEPE,PFL,FRANCISCO DAS CHAGAS DISSICA VALERIO TOMAZ,0.47856
1996,AM,TEFE,PTB,FRANCISCO HELIO BEZERRA BESSA,0.565
1996,AM,CARAUARI,PPB,GILBERTO RUFINO DE OLIVEIRA JUNIOR,0.51117
1996,AM,AUTAZES,PL,IVAN ETHER,0.40132
1996,AM,APUI,PPB,JOAO ALVES TORRES NETTO,0.4926
1996,AM,CANUTAMA,PMDB,JOAO CICERO GOMES DE ALMEIDA,0.56674
1996,AM,CAREIRO,PTB,JOEL RODRIGUES LOBO,0.52737
1996,AM,BORBA,PPB,JONES KARRER DE CASTRO MONTEIRO,0.64894
1996,AM,BENJAMIN CONSTANT,PTB,JOSE AMAURI DA SILVA MAIA,0.55103
1996,AM,IRANDUBA,PST,JOSE MARIA MUNIZ DE CASTRO,0.42345
1996,AM,ITAPIRANGA,PPB,JOSE NIVALTER CORREIA LIMA,0.42948
1996,AM,LABREA,PFL,JOSE OLIMPIO FILHO,0.54251
1996,AM,BOCA DO ACRE,PPB,JOSE RAIMUNDO DO VALE,0.49706
1996,AM,BARCELOS,PPB,JOSE RIBAMAR FONTES BELEZA,0.53808
1996,AM,CAREIRO DA VARZEA,PSDB,JOSE TEIXEIRA COSTA,0.52007
1996,AM,RIO PRETO DA EVA,PPB,LUIZ ADAIL PAZ,0.61417
1996,AM,SAO SEBASTIAO DO UATUMA,PMDB,MANOEL PEDRO MONTEIRO MARQUES,0.54439
1996,AM,BARREIRINHA,PFL,MARIA DO SOCORRO DUTRA LINDOSO,0.50495
1996,AM,ITACOATIARA,PTB,MIRON OSMARIO FOGACA,0.36799
1996,AM,TAPAUA,PTB,OCIMAR LOPES DE SOUZA,0.49642
1996,AM,NHAMUNDA,PPB,PAULO CASTRO DE ALBUQUERQUE,0.58092
1996,AM,URUCARA,PMDB,PEDRO GERALDO RAIMUNDO FALABELLA,0.49438
1996,AM,NOVO ARIPUANA,PFL,RAIMUNDO LOPES DE ALBUQUERQUE SOBRINHO,0.41894
1996,AM,TABATINGA,PTB,RAIMUNDO NONATO BATISTA DE SOUZA,0.35015
1996,AM,HUMAITA,PTB,RENATO PEREIRA GONCALVES,0.6342
1996,AM,JUTAI,PSL,RIBAMAR CRUZ DE FARIAS,0.55452
1996,AM,IPIXUNA,PPB,ROBERVAL CORREIA DE OLIVEIRA,0.52066
1996,AM,COARI,PFL,ROBERVAL RODRIGUES DA SILVA,0.48918
1996,AM,ENVIRA,PPB,ROMULO BARBOSA MATTOS,1
1996,AM,URUCURITUBA,PMDB,SALOMAO DE ARAUJO SILVA,0.54529
1996,AM,NOVA OLINDA DO NORTE,PFL,SEBASTIAO RODRIGUES MACIEL,0.4217
1996,AM,ALVARAES,PTB,SIDONIO TRINDADE GONCALVES,0.53179
1996,AM,CODAJAS,PTB,SIMAO BARROS DA SILVA,0.51535
1996,AM,JURUA,PTB,TABIRA RAMOS DIAS FERREIRA,0.58501
1996,AM,ATALAIA DO NORTE,PMDB,TONY SERGIO JEAN DE SALES,0.51375
1996,AM,BOA VISTA DE RAMOS,PSC,VASCO BENTO DOS SANTOS RIBEIRO,0.59015
1996,AM,MANICORE,PPB,WALDOMIRO GOMES,0.42012
1996,AM,FONTE BOA,PPB,WILSON FERREIRA LISBOA,0.54507
1996,AM,NOVO AYRAO,PPB,WILTON PEREIRA DOS SANTOS,0.5209
1996,AP,AMAPA,PL,CARLOS CESAR DA SILVA,0.38027
1996,AP,AMAPARI,PSB,JUAREZ GOMES,0.37536
1996,AP,CALCOENE,PSDB,RICARDO ANTONIO DE BARROS CORREIA BRAVO,0.33945
1996,AP,CUTIAS,PSDB,MARIO CESAR LIRA PIMENTEL,0.49163
1996,AP,FERREIRA GOMES,PSDB,WLADIMIR SOUZA FURTADO,0.34967
1996,AP,ITAUBAL,PL,NILDE CECILIANO SANTIAGO,0.33947
1996,AP,LARANJAL DO JARI,PT,MANOEL GOMES COELHO,0.34002
1996,AP,MACAPA,PFL,ANNIBAL BARCELLOS,0.46991
1996,AP,MAZAGAO,PSDB,ALCIDES GOMES DOS REIS,0.32678
1996,AP,OIAPOQUE,PSB,JOAO NEVES SILVA,0.52305
1996,AP,PORTO GRANDE,PT,RAIMUNDO NONATO DO NASCIMENTO OLIVEIRA,0.28509
1996,AP,PRACUUBA,PSB,DORIMAR NEVES NUNES,0.32221
1996,AP,SANTANA,PSDB,JUDAS TADEU DE ALMEIDA MEDEIROS,0.46726
1996,AP,SERRA DO NAVIO,PFL,WALTER GURJAO DE OLIVEIRA,0.46591
1996,AP,TARTARUGALZINHO,PL,ADELINO FERNANDES GURJAO FILHO,0.43051
1996,AP,VITORIA DO JARI,PDT,LUIZ DE FRANCA MAGALHAES BARROSO,0.53486
1996,BA,SAO FRANCISCO DO CONDE,PMDB,0SMAR RAMOS,0.53183
1996,BA,MEDEIROS NETO,PSB,ADALBERTO ALVES PINTO,0.51812
1996,BA,IRECE,PSB,ADALBERTO LELIS FILHO,0.53183
1996,BA,RETIROLANDIA,PFL,ADELIDIO MARTINS DOS SANTOS JUNIOR,0.56492
1996,BA,ITAGI,PTB,ADENILSON ROSA DOS SANTOS,0.60689
1996,BA,MILAGRES,PTB,ADERIO MOURA MACHADO,0.64713
1996,BA,VALENCA,PMDB,AGENILDO RAMALHO GONCALVES,0.52035
1996,BA,APORA,PFL,AGENOR MENDES DE OLIVEIRA,0.47678
1996,BA,SANTA LUZIA,PTB,AGNALDO FERREIRA DOS SANTOS,0.39776
1996,BA,SANTA BARBARA,PPB,AIRTON OLIVEIRA DA SILVA,0.81781
1996,BA,SERRA DO RAMALHO,PFL,ALBERTO ANISIO SOUTO GODOY,0.53637
1996,BA,RAFAEL JAMBEIRO,PPB,ALCIDES SAMPAIO DE OLIVEIRA,0.629
1996,BA,ANTAS,PTB,ALDROVANDO FELIX DO NASCIMENTO,0.53087
1996,BA,OURICANGAS,PFL,ALFEU DE SOUZA FERNANDES,0.74244
1996,BA,BONITO,PMDB,ALFEU PATRICIO DOS SANTOS,0.44906
1996,BA,MORRO DO CHAPEU,PPB,ALIOMAR DA ROCHA SOARES,0.4253
1996,BA,UBATA,PMN,ALMENISIO BRAGA LOPES,0.44189
1996,BA,ITAPEBI,PTB,ALMIR JOSE STOLZE FILHO,0.49714
1996,BA,SANTO ANTONIO DE JESUS,PFL,ALVARO VELOSO BESSA,0.49085
1996,BA,BAIXA GRANDE,PTB,AMADO FERREIRA DA SILVA,0.53268
1996,BA,MULUNGU DO MORRO,PPB,AMAURI SALDANHA DE LUCENA,0.52181
1996,BA,DIAS D AVILA,PFL,AMERICO MAIA PEREIRA RODRIGUES,0.69574
1996,BA,MIRANTE,PSL,ANANIAS RAMOS LIMA,0.56503
1996,BA,GOVERNADOR MANGABEIRA,PPB,ANATELIS FERREIRA DE ALMEIDA,0.60242
1996,BA,CATOLANDIA,PMDB,ANIBAL TEIXEIRA DO NASCIMENTO,0.51221
1996,BA,SANTO ESTEVAO,PTB,ANTENOR MARQUES FONSECA,0.53542
1996,BA,MORTUGABA,PFL,ANTENOR SOUZA,0.53059
1996,BA,CANDEIAS,PPB,ANTONIA MAGALHAES DA CRUZ,0.51018
1996,BA,CAPIM GROSSO,PTB,ANTONIO ADILSON FREITAS PINHEIRO,0.50076
1996,BA,CANAVIEIRAS,PTB,ANTONIO ALMIR SANTANA MELO,0.36439
1996,BA,OLIVEIRA DOS BREJINHOS,PSDB,ANTONIO ALVES LOPES,0.64581
1996,BA,RIACHAO DAS NEVES,PFL,ANTONIO AMERICO DE LIMA FILHO,0.48086
1996,BA,PRADO,PL,ANTONIO BARRETO DA SILVA,0.40904
1996,BA,SERRA PRETA,PL,ANTONIO BATISTA DA SILVA,0.37884
1996,BA,ARATUIPE,PRP,ANTONIO BONFIM PEREIRA DO LAGO,0.44514
1996,BA,IRARA,PFL,ANTONIO CAMPOS DE CERQUEIRA,0.49055
1996,BA,GANDU,PMDB,ANTONIO CARLOS FARIAS NUNES,0.5555
1996,BA,ENCRUZILHADA,PTB,ANTONIO COSME SILVA,0.62043
1996,BA,BARRA,PPB,ANTONIO DOS SANTOS,0.54032
1996,BA,POCOES,PTB,ANTONIO EDVALDO MACEDO MASCARENHAS,0.75524
1996,BA,BARRA DO ROCHA,PTB,ANTONIO FIRMO LEAL,0.55615
1996,BA,NILO PECANHA,PL,ANTONIO GALDINO DE OLIVEIRA FILHO,0.61218
1996,BA,BARREIRAS,PSDB,ANTONIO HENRIQUE DE SOUZA MOREIRA,0.45978
1996,BA,ANGICAL,PDT,ANTONIO HONORATO DE SOUZA,0.5021
1996,BA,ITACARE,PL,ANTONIO HUDSON SANTANA VASCONCELOS,0.45634
1996,BA,OLINDINA,PTB,ANTONIO JOAO RIBEIRO DA CRUZ,1
1996,BA,SALVADOR,PFL,ANTONIO JOSE IMBASSAHY DA SILVA,0.51647
1996,BA,BROTAS DE MACAUBAS,PL,ANTONIO KLEBER RIBEIRO,0.81379
1996,BA,ITAMARI,PL,ANTONIO LEANDRO DE MATOS,0.50659
1996,BA,ITIUBA,PFL,ANTONIO MANOEL NETO,0.36182
1996,BA,LAJEDINHO,PFL,ANTONIO MARIO LIMA SILVA,1
1996,BA,SITIO DO QUINTO,PTB,ANTONIO MARQUES DO NASCIMENTO,0.7385
1996,BA,IRAMAIA,PL,ANTONIO RODRIGUES CAIRES,0.50057
1996,BA,SAO MIGUEL DAS MATAS,PPB,ANTONIO SOUZA ANDRADE,0.52809
1996,BA,CANDEAL,PPB,ANTONIO TADEU CORDEIRO DE LIMA,0.52285
1996,BA,ANDORINHA,PTB,ARISTOTELES MENDES DA SILVA,0.44633
1996,BA,NOVO TRIUNFO,PFL,ARIVALDO DE ANDRADE NILO,0.5415
1996,BA,CANSANCAO,PFL,ARIVALDO DE SOUZA PEREIRA,0.64013
1996,BA,CICERO DANTAS,PPB,ARLETE BITENCOURT DE CASTRO,0.50773
1996,BA,MACARANI,PMDB,ARMANDO DE SOUSA PORTO,0.6005
1996,BA,IBICOARA,PFL,ARNALDO SILVA PIRES,0.51042
1996,BA,HELIOPOLIS,PSB,AROALDO BARBOSA DE ANDRADE,0.51146
1996,BA,MIRANGABA,PTB,ARTHUR MIRANDA DE CARVALHO,0.59945
1996,BA,NOVA IBIA,PMDB,ASLAN VILAS BOAS BRITO,0.66113
1996,BA,IBICARAI,PSDB,ASTOR JOSE MAURO RIBEIRO,0.44649
1996,BA,ITAQUARA,PMDB,ASTOR MOURA ARAUJO,0.50574
1996,BA,EUCLIDES DA CUNHA,PFL,ATAYDE JOSE DA SILVA,0.521
1996,BA,PRESIDENTE TANCREDO NEVES,PFL,AURELINO ROCHA DE MATOS,0.52326
1996,BA,LICINIO DE ALMEIDA,PTB,AUREO MENDES DA SILVA,0.562
1996,BA,CABACEIRAS DO PARAGUACU,PMDB,AURINO OLIVEIRA MACHADO FILHO,0.52941
1996,BA,AGUA FRIA,PL,BALBINO LEAO DE ALMEIDA,0.50836
1996,BA,MARAGOGIPE,PFL,BARTOLOMEU DE ATAIDE TEIXEIRA,0.42901
1996,BA,MANOEL VITORINO,PL,CAITANO BERNARDINO DE SANTANA,0.88033
1996,BA,SENHOR DO BONFIM,PFL,CANDIDO AUGUSTO DE FREITAS MARTINS,0.53524
1996,BA,TEOFILANDIA,PL,CARLOS AFONSO DE OLIVEIRA,0.39315
1996,BA,PALMEIRAS,PTB,CARLOS ALBERTO DA SILVA LOPES,0.53298
1996,BA,JIQUIRICA,PFL,CARLOS ALBERTO DOS SANTOS ROCHA,0.66039
1996,BA,ITAJUIPE,PDT,CARLOS ALBERTO GUIMARAES BATISTA,0.56128
1996,BA,MASCOTE,PSDB,CARLOS ALBERTO LIMA DE CARVALHO,0.60944
1996,BA,SAUBARA,PL,CARLOS ANTONIO SAMPAIO DOS REIS,0.52405
1996,BA,WENCESLAU GUIMARAES,PL,CARLOS DURVAL PASSOS DA SILVA,0.53517
1996,BA,CONCEICAO DA FEIRA,PFL,CARLOS EVANDRO PIRES MASCARENHAS,0.55988
1996,BA,DARIO MEIRA,PL,CARLOS OLYMPIO PINTO DE AZEVEDO NETO,0.26839
1996,BA,ITAMBE,PFL,CARLOS ROBERIO NUNES DE ANDRADE SANTOS,0.5026
1996,BA,MADRE DE DEUS,PTB,CARMEN GANDARELA GUEDES,0.5046
1996,BA,NOVA FATIMA,PFL,CLAUDIO FERREIRA PEREIRA,0.55379
1996,BA,SAO FELIX DO CORIBE,PTB,CLAUDIO SILVA NERY,0.44704
1996,BA,NAZARE,PRP,CLOVIS FIGUEIREDO SOUZA,0.52676
1996,BA,SAO GONCALO DOS CAMPOS,PL,CLOVIS JOSE DE FREITAS BORJA,0.52562
1996,BA,BELO CAMPO,PMDB,CLOVIS SOARES DOS SANTOS,0.49113
1996,BA,BAIANOPOLIS,PSC,CORCINO GOMES DA SILVA,0.42516
1996,BA,IRAJUBA,PFL,COSME ELIEZER SILVEIRA RIOS DA HORA,0.64329
1996,BA,CAETITE,PPB,DACIO ALVES DE OLIVEIRA,0.50283
1996,BA,CASA NOVA,PL,DAGMAR NOGUEIRA DOS SANTOS BRITO,0.51
1996,BA,SAO JOSE DO JACUIPE,PMDB,DANIEL ALVES DE SOUSA,0.50927
1996,BA,LAJEDAO,PFL,DANILO RODRIGUES FRAGA,1
1996,BA,BARRA DA ESTIVA,PFL,DANTE GUTEMBERG XAVIER DE CASTRO,0.49828
1996,BA,CAMACAN,PT do B,DEBORA CARVALHO BORGES SANTOS,0.55442
1996,BA,UNA,PSDB,DEJAIR BIRSCHNER,0.50253
1996,BA,JAGUARIPE,PL,DERALSITA ANTONIA TEIXEIRA DE PINHO,0.66498
1996,BA,BARRO ALTO,PL,DIJALMA ALVES DE SOUZA,0.55823
1996,BA,ITAMARAJU,PT,DILSON BATISTA SANTIAGO,0.46476
1996,BA,MUNIZ FERREIRA,PFL,DILSON CARLOS BARRETO SOUZA,0.54953
1996,BA,SAUDE,PFL,DINALDO CAETANO DA SILVA,0.71421
1996,BA,PLANALTO,PTB,DINARTE ALVES MOITINHO,0.51961
1996,BA,VARZEA NOVA,PTB,DION AVELINO DA SILVA,0.61639
1996,BA,SITIO DO MATO,PMDB,DIONIZIO ANTONIO DA SILVA,0.62197
1996,BA,PRESIDENTE DUTRA,PFL,DISLAI FERREIRA EVANGELISTA,0.56631
1996,BA,ELISIO MEDRADO,PMDB,DOMINGOS ALMEIDA PEIXOTO,0.53402
1996,BA,IBITITA,PTB,DOMINGOS MOITINHO DOURADO,0.41652
1996,BA,IBIQUERA,PTB,DONATO RAMOS OLIVEIRA,0.5479
1996,BA,GUAJERU,PL,DOTINO SOUZA COSTA,0.51699
1996,BA,PAU BRASIL,PMDB,DURVAL JOSE DE SANTANA,0.40738
1996,BA,PIATA,PL,EDEMAR LUCIO RIBEIRO MARTINS,0.61112
