ano,estado,municipio,partido,prefeito,votacao
2008,TO,MAURIL?NDIA DO TOCANTINS,PMDB,ALVINO RIBEIRO DE SOUSA,0.5624
2008,TO,MIRACEMA DO TOCANTINS,PSDB,ANTONIO EVANGELISTA PEREIRA JUNIOR,0.854
2008,TO,MIRANORTE,PMDB,ABRAH?O COSTA MARTINS,0.5977
2008,TO,MONTE DO CARMO,DEM,GILVANE PEREIRA AMARAL,0.4358
2008,TO,MONTE SANTO DO TOCANTINS,PR,CLEODSON APARECIDO DE SOUSA,0.6279
2008,TO,MURICIL?NDIA,PMDB,JAIR LUIZ MONTES,0.463
2008,TO,NATIVIDADE,PV,JOAQUIM RODRIGUES FERREIRA,0.4254
2008,TO,NAZARê,PTB,CLAYTON PAULO RODRIGUES,0.3412
2008,TO,NOVA OLINDA,DEM,APARECIDA VAZ RODRIGUES,0.6639
2008,TO,NOVA ROSAL?NDIA,PSB,ENOQUE PORTILIO CARDOSO,1
2008,TO,NOVO ACORDO,PMDB,ELIANE COSTA BATISTA COELHO,0.5151
2008,TO,NOVO ALEGRE,PSDB,WILSON SOUZA E SILVA,0.5489
2008,TO,NOVO JARDIM,PMDB,AN?BAL CAVALCANTE CERQUEIRA,1
2008,TO,OLIVEIRA DE F?TIMA,PMDB,IZIDIO JANUARIO DA SILVA,0.7191
2008,TO,PALMAS,PT,RAUL DE JESUS LUSTOSA FILHO,0.4452
2008,TO,PALMEIRANTE,PMDB,CLAUDIO HENRIQUE ALMEIDA DE BRITO,0.4992
2008,TO,PALMEIRAS DO TOCANTINS,PT,ANISSE ALVES DE SOUSA,0.4703
2008,TO,PALMEIR?POLIS,PMDB,ENOQUE SOUZA ALVES,0.5996
2008,TO,PARA?SO DO TOCANTINS,PR,SEBASTI?O PAULO TAVARES,0.4024
2008,TO,PARAN?,DEM,EDYMEE DE C?SSIA PEREIRA DA COSTA TOCANTINS,0.5533
2008,TO,PAU D'ARCO,PR,EDIMAR ALVES PINHEIRO,0.5283
2008,TO,PEDRO AFONSO,PMDB,JOSE JULIO EDUARDO CHAGAS,0.5692
2008,TO,PEIXE,PSDB,NEILA PEREIRA DOS SANTOS,0.5184
2008,TO,PEQUIZEIRO,PR,ARLETE JOSE PEREIRA DO NASCIMENTO,0.6108
2008,TO,PINDORAMA DO TOCANTINS,PMDB,MARIONISCE GASPAR RIBEIRO,0.315
2008,TO,PIRAQU?,PPS,OLAVO JULIO MACEDO,0.4289
2008,TO,PIUM,PMDB,NILTON BANDEIRA FRANCO,0.5093
2008,TO,PONTE ALTA DO BOM JESUS,PMDB,DELMA DA FONSECA MILHOMEM,0.4911
2008,TO,PONTE ALTA DO TOCANTINS,DEM,CLEYTON MAIA BARROS,0.5646
2008,TO,PORTO ALEGRE DO TOCANTINS,PMDB,EDVAM PEREIRA NEPOMOCENO,0.6886
2008,TO,PORTO NACIONAL,PDT,TERESA CRISTINA VENTURINI MARTINS,0.4966
2008,TO,PRAIA NORTE,PMDB,GILMAR ALVES PINHEIRO,0.6252
2008,TO,PRESIDENTE KENNEDY,DEM,MARIA DALVA MEDEIROS DE SOUSA,0.3874
2008,TO,PUGMIL,PMDB,MARIA DE JESUS RIBEIRO DA SILVA MENDES,0.6233
2008,TO,RECURSOL?NDIA,PR,FRANCISCO ALVES DA SILVA,0.5448
2008,TO,RIACHINHO,PR,EURIPEDES LOURENÄO DE MELO,0.5455
2008,TO,RIO DA CONCEIÄ?O,PT,ADIMAR DA SILVA RAMOS,0.6708
2008,TO,RIO DOS BOIS,PR,MANOEL CORREA ARAUJO NETO,0.5645
2008,TO,RIO SONO,DEM,FRANCISCO BARBOSA BEZERRA,0.5128
2008,TO,SAMPAIO,PP,LUIZ ANACLETO DA SILVA,0.638
2008,TO,SANDOL?NDIA,PSB,ADALBERTO LEME DE ANDRADE,0.6555
2008,TO,SANTA Fê DO ARAGUAIA,PMDB,VALTENIS LINO DA SILVA,1
2008,TO,SANTA MARIA DO TOCANTINS,PSDB,JOSE ARAUJO PIMENTEL,0.6207
2008,TO,SANTA RITA DO TOCANTINS,DEM,JO?O AIRTON DE REZENDE,0.4954
2008,TO,SANTA ROSA DO TOCANTINS,PDT,DOMINGOS FERREIRA DOS SANTOS,0.4486
2008,TO,SANTA TEREZA DO TOCANTINS,PMDB,TRAJANO PEREIRA NETO,0.7503
2008,TO,SANTA TEREZINHA DO TOCANTINS,PP,KLEIBSON BELARMINO DE SOUZA,0.5168
2008,TO,S?O BENTO DO TOCANTINS,PMDB,LUBELAFAETE BEZERRA FONSECA,0.4344
2008,TO,S?O FêLIX DO TOCANTINS,PR,J?NIO SILVA DE MENDONÄA,0.5595
2008,TO,S?O MIGUEL DO TOCANTINS,PR,JESUS BENEVIDES DE SOUSA FILHO,0.7055
2008,TO,S?O SALVADOR DO TOCANTINS,DEM,DENIVAL GONÄALVES DA CRUZ,0.5309
2008,TO,S?O SEBASTI?O DO TOCANTINS,PT,CLAUDINEY DE OLIVEIRA DA CONCEIÄ?O,0.5702
2008,TO,S?O VALêRIO DO TOCANTINS,PPS,DAVI RODRIGUES DE ABREU,0.4965
2008,TO,SILVAN?POLIS,DEM,BERNARDO SIQUEIRA FILHO,0.6418
2008,TO,S?TIO NOVO DO TOCANTINS,PMDB,ANTONIO ARAUJO,0.8438
2008,TO,SUCUPIRA,PR,JOSê DANTAS DO REGO,0.5815
2008,TO,TAGUATINGA,DEM,ZEILA AIRES ANTUNES RIBEIRO,0.4596
2008,TO,TAIPAS DO TOCANTINS,PSDB,ORLANDO PROENCIA,1
2008,TO,TALISM?,PMDB,M?RIAM SALVADOR COSTA RIBEIRO,0.4037
2008,TO,TOCANT?NIA,PR,MANOEL SILVINO GOMES NETO,0.531
2008,TO,TOCANTIN?POLIS,PR,FABION GOMES DE SOUSA,0.938
2008,TO,TUPIRAMA,PMDB,ORLEI BRITO ALVES,0.615
2008,TO,TUPIRATINS,PMDB,BRAND?O DE SOUSA REZENDE,0.6349
2008,TO,WANDERL?NDIA,PDT,EDNILSON GUIMAR?ES DE SOUSA,0.572
2008,TO,XAMBIO?,PMDB,RICHARD SANTIAGO PEREIRA,0.4339
2012,AC,ACREL?NDIA,DEM,JONAS DALES DA COSTA SILVA,0.34782
2012,AC,ASSIS BRASIL,PSDB,HUMBERTO GONÄALVES FILHO,0.59459
2012,AC,BRASILêIA,PMDB,EVERALDO GOMES PEREIRA DA SILVA,0.47151
2012,AC,BUJARI,PT,ANTONIO RAIMUNDO DE BRITO RAMOS,0.35312
2012,AC,CAPIXABA,PC do B,OTAVIO GUIMARAES VAR?DA,0.34711
2012,AC,CRUZEIRO DO SUL,PMDB,VAGNER JOSE SALES,0.53073
2012,AC,EPITACIOL?NDIA,PSDB,ANDRE LUIZ PEREIRA HASSEM,0.40111
2012,AC,FEIJ?,PT,HAMMERLY DA SILVA ALBUQUERQUE,0.45172
2012,AC,JORD?O,PC do B,ELSON DE LIMA FARIAS,0.48694
2012,AC,M?NCIO LIMA,PMDB,CLEIDISON DE JESUS ROCHA,0.37319
2012,AC,MANOEL URBANO,DEM,ALE ANUTE SILVA,0.40318
2012,AC,MARECHAL THAUMATURGO,PT,ALDEMIR DA SILVA LOPES,0.60938
2012,AC,PL?CIDO DE CASTRO,PSB,RONEY DE OLIVEIRA FIRMINO,0.57092
2012,AC,PORTO ACRE,PSDB,ANTONIO CARLOS FERREIRA PORTELA,0.49235
2012,AC,PORTO WALTER,PMDB,JOSE ESTEPHAN BARBARY FILHO,0.63383
2012,AC,RIO BRANCO,PT,MARCUS ALEXANDRE MEDICI AGUIAR,0.483
2012,AC,RODRIGUES ALVES,PT,FRANCISCO ERNILSON DE FREITAS,0.53253
2012,AC,SANTA ROSA DO PURUS,PSDB,RIVELINO DA SILVA MOTA,0.51983
2012,AC,SENA MADUREIRA,PR,JOSê RAIMUNDO DE SOUZA DA SILVA,0.48686
2012,AC,SENADOR GUIOMARD,PSDB,JAMES PEREIRA DA SILVA,0.46143
2012,AC,TARAUAC?,PT,RODRIGO DAMASCENO CAT?O,0.51263
2012,AC,XAPURI,PSDB,MARCIO PEREIRA MIRANDA,0.47941
2012,AL,?GUA BRANCA,PMDB,ALBANI SANDES GOMES,0.5699
2012,AL,ANADIA,PPS,JOSE AUGUSTO ROCHA SOUZA,0.40459
2012,AL,ARAPIRACA,PTB,CELIA MARIA BARBOSA ROCHA,0.46334
2012,AL,ATALAIA,PTB,MANOEL DA SILVA OLIVEIRA,0.49099
2012,AL,BARRA DE SANTO ANT?NIO,PSD,JOSE ROGERIO CAVALCANTE FARIAS,0.3745
2012,AL,BARRA DE S?O MIGUEL,PP,JOSê MEDEIROS NICOLAU,0.72005
2012,AL,BATALHA,PMDB,ALO?SIO RODRIGUES DE MELO,0.37548
2012,AL,BELêM,PMN,CLENIO DAMASCENO VILAR,0.51394
2012,AL,BELO MONTE,PP,ANTONIO AV?NIO FEITOSA,0.56981
2012,AL,BOCA DA MATA,PDT,GUSTAVO DANTAS FEIJ?,0.51894
2012,AL,BRANQUINHA,PMDB,ANA RENATA DA PURIFICAÄ?O MORAES,0.65401
2012,AL,CACIMBINHAS,PMDB,ROBERTO FERREIRA WANDERLEY,0.50203
2012,AL,CAJUEIRO,PSDB,LUCILA REGIA ALBUQUERQUE TOLEDO,0.51824
2012,AL,CAMPESTRE,PT do B,AMARO GILVAN DE CARVALHO,0.42114
2012,AL,CAMPO ALEGRE,PSDB,PAULINE DE FATIMA PEREIRA ALBUQUERQUE,0.67209
2012,AL,CAMPO GRANDE,PP,MIGUEL JOAQUIM DOS SANTOS NETO,0.50619
2012,AL,CANAPI,PMDB,CELSO LUIZ TENORIO BRAND?O,0.55158
2012,AL,CAPELA,PSDB,LUIZ EUST?QUIO SILVEIRA MOREIRA FILHO,0.49969
2012,AL,CARNEIROS,PP,LUIZ MEDEIROS NOBRE,0.55165
2012,AL,CH? PRETA,PSDB,AUDALIO DE VASCONCELOS HOLANDA,0.48993
2012,AL,COITê DO N?IA,PMDB,JOSê DE SENA NETTO,0.51168
2012,AL,COL?NIA LEOPOLDINA,PTB,PAULA ROSELMA DA ROCHA NASCIMENTO,0.50609
2012,AL,COQUEIRO SECO,PTB,RENATO TADEU FRAGOSO E SILVA,0.48824
2012,AL,CORURIPE,PMDB,JOAQUIM BELTR?O SIQUEIRA,0.59508
2012,AL,CRA?BAS,PTB,BRUNO ALBUQUERQUE DE FARIAS SANTOS,0.50949
2012,AL,DELMIRO GOUVEIA,PMDB,LUIZ CARLOS COSTA,0.51713
2012,AL,DOIS RIACHOS,PSDB,ROZINEIDE BARBOSA DE ARA?JO CAMILO,0.56031
2012,AL,ESTRELA DE ALAGOAS,PP,ARLINDO GARROTE DA SILVA NETO,0.49651
2012,AL,FEIRA GRANDE,PMDB,VERIDIANO ALMIR LIRA SOARES,0.50729
2012,AL,FELIZ DESERTO,PMDB,MAYKON BELTR?O LIMA SIQUEIRA,0.596
2012,AL,FLEXEIRAS,PP,SILVANA MARIA CAVALCANTE DA COSTA PINTO,0.59764
2012,AL,GIRAU DO PONCIANO,PSD,F?BIO RANGEL NUNES DE OLIVEIRA,0.507
2012,AL,IBATEGUARA,PT do B,MANOEL GERAERTES ALVES CRUZ,0.53447
2012,AL,IGACI,PMDB,OLIVEIRO TORRES PIANCO,0.59017
2012,AL,IGREJA NOVA,PDT,JOSE AUGUSTO SOUSA SANTOS,0.4834
2012,AL,INHAPI,PT,JOSE CICERO VIEIRA,0.63778
2012,AL,JACARê DOS HOMENS,PP,JOSE ERNESTO SILVA JUNIOR,0.68787
2012,AL,JACU?PE,PSD,MANOEL MARQUES JUNIOR,0.5323
2012,AL,JAPARATINGA,PRP,NEWBERTO RONALD LIMA DAS NEVES,0.64123
2012,AL,JARAMATAIA,PPS,RICARDO MARTINS BARBOSA,0.46264
2012,AL,JEQUI? DA PRAIA,PTB,MARCELO BELTR?O SIQUEIRA,0.53958
2012,AL,JOAQUIM GOMES,PSDB,ANTONIO DE ARAUJO BARROS,0.51734
2012,AL,JUNDI?,PMDB,CARLOS ANT?NIO DE MORAES E LIMA FILHO,0.52994
2012,AL,JUNQUEIRO,DEM,FERNANDO SOARES PEREIRA,0.72411
2012,AL,LAGOA DA CANOA,PMDB,ALVARO BEZERRA DE MELO,0.48186
2012,AL,LIMOEIRO DE ANADIA,PP,JAMES MARLAN FERREIRA BARBOSA,0.63068
2012,AL,MACEI?,PSDB,RUI SOARES PALMEIRA,0.57414
2012,AL,MAJOR ISIDORO,PTB,MARIA SANTANA MARIANO SILVA CAMPOS,0.52901
2012,AL,MAR VERMELHO,PMDB,JULIANA LOPES DE FARIAS ALMEIDA,0.61827
2012,AL,MARAGOGI,PSD,LUIZ HENRIQUE PEIXOTO CAVALCANTE,0.47583
2012,AL,MARAVILHA,PTB,CARLOS LUIZ MARTINS MARQUES,0.53456
2012,AL,MARECHAL DEODORO,PMDB,CRISTIANO MATHEUS DA SILVA E SOUZA,0.60807
2012,AL,MARIBONDO,PSD,ANT?NIO FERREIRA DE BARROS,0.60253
2012,AL,MATA GRANDE,PP,JOSê JACOB GOMES BRAND?O,0.59825
2012,AL,MATRIZ DE CAMARAGIBE,PSD,MARCOS PAULO DO NASCIMENTO,0.32568
2012,AL,MESSIAS,PSDB,JARBAS MAYA DE OMENA,0.57076
2012,AL,MINADOR DO NEGR?O,PSDB,MARIA DO SOCORRO CARDOSO FERRO,1
2012,AL,MONTEIR?POLIS,PMDB,ELMO ANTONIO MEDEIROS,0.55052
2012,AL,MURICI,PMDB,REMI VASCONCELOS CALHEIROS,0.53028
2012,AL,NOVO LINO,PMDB,ALDEMIR RUFINO DA SILVA,0.52609
2012,AL,OLHO D'?GUA DAS FLORES,PMDB,MARIA ESTER DAMASCENO SILVA,0.56363
2012,AL,OLHO D'?GUA DO CASADO,PSDB,JOSE GUALBERTO PEREIRA,0.50988
2012,AL,OLHO D'?GUA GRANDE,PP,MARIA SUZANICE HIGINO BAHE,0.53917
2012,AL,OLIVENÄA,PP,JORGINALDO VIEIRA DE MENSES,0.57923
2012,AL,OURO BRANCO,PMDB,ATEVALDO CABRAL SILVA,0.9879
2012,AL,PALESTINA,PT do B,JOSê ALBERTO BARBOSA DOS SANTOS,0.53509
2012,AL,PALMEIRA DOS ?NDIOS,PSDB,JAMES RIBEIRO SAMPAIO CALADO MONTEIRO,0.75444
2012,AL,P?O DE AÄ?CAR,PSDB,JORGE SILVA DANTAS,0.56468
2012,AL,PARICONHA,PP,FABIANO RIBEIRO DE SANTANA,0.6159
2012,AL,PARIPUEIRA,PP,CARLOS ABRAH?O GOMES DE MOURA,0.85469
2012,AL,PASSO DE CAMARAGIBE,PMDB,MARCIA COUTINHO NOGUEIRA DE ALBUQUERQUE,0.47812
2012,AL,PAULO JACINTO,PSB,IVANILDO PEREIRA DO NASCIMENTO,0.52134
2012,AL,PENEDO,PDT,M?RCIUS BELTR?O SIQUEIRA,0.53585
2012,AL,PIAÄABUÄU,PSB,DALMO MOREIRA SANTANA JUNIOR,0.59154
2012,AL,PILAR,PMDB,CARLOS ALBERTO MOREIRA DE MENDONÄA CANUTO,0.48178
2012,AL,PINDOBA,PSB,MAXWELL TENORIO CAVALCANTE,0.76103
2012,AL,PIRANHAS,PDT,DANTE ALIGHIERI SALATIEL DE ALENCAR BEZERRA DE MENEZES,0.52835
2012,AL,POÄO DAS TRINCHEIRAS,PSC,JOSE GILDO RODRIGUES SILVA,0.57322
2012,AL,PORTO CALVO,PSDB,ORMINDO DE MENDONCA UCHOA,0.42652
2012,AL,PORTO DE PEDRAS,PSC,JOSELITA CAMILA BIANOR FARIAS,0.39955
2012,AL,PORTO REAL DO COLêGIO,PP,SêRGIO REIS SANTOS,0.55807
2012,AL,QUEBRANGULO,PSDB,MANOEL COSTA TEN?RIO,0.53992
2012,AL,RIO LARGO,PSB,ANT?NIO LINS DE SOUZA FILHO,0.25775
2012,AL,ROTEIRO,PDT,WLADIMIR CHAVES DE BRITO,0.56248
2012,AL,SANTA LUZIA DO NORTE,PT,JO?O PEREIRA DA SILVA,0.39563
2012,AL,SANTANA DO IPANEMA,PV,JOSê MARIO DA SILVA,0.38389
2012,AL,SANTANA DO MUNDA?,PSC,MARCELO DE SOUZA MENDONÄA,0.53338
2012,AL,S?O BR?S,PSDB,ANTONIO COSTA BORGES NETO,0.53361
2012,AL,S?O JOSê DA LAJE,PMDB,BRUNO RODRIGO VALENÄA DE ARA?JO,0.49825
2012,AL,S?O JOSê DA TAPERA,PSDB,JARBAS PEREIRA RICARDO,0.64763
2012,AL,S?O LU?S DO QUITUNDE,PMDB,ERALDO PEDRO DA SILVA,0.43017
2012,AL,S?O MIGUEL DOS CAMPOS,PSB,GEORGE CLEMENTE VIEIRA,0.94341
2012,AL,S?O MIGUEL DOS MILAGRES,PSDB,ADALBERTO PAIVA VERÄOSA JUNIOR,0.56077
2012,AL,S?O SEBASTI?O,PP,CHARLES NUNES REGUEIRA,0.54388
2012,AL,SATUBA,PSD,JOSê PAULINO ACIOLY DE ARAUJO,0.39679
2012,AL,SENADOR RUI PALMEIRA,PSDB,JO?O CARLOS RODRIGUES,0.57141
2012,AL,TANQUE D'ARCA,PMDB,RONEY TADEU VALENÄA SILVA,0.55365
2012,AL,TAQUARANA,PRB,SEBASTIAO ANTONIO DA SILVA,0.44279
2012,AL,TEOT?NIO VILELA,PSDB,PEDRO HENRIQUE DE JESUS PEREIRA,0.6667
2012,AL,TRAIPU,DEM,MARIA DA CONCEIÄ?O TEXEIRA TAVARES,0.96735
2012,AL,UNI?O DOS PALMARES,PSD,CARLOS ALBERTO BORBA DE BARROS BAIA,0.52346
2012,AL,VIÄOSA,PPL,FLAUBERT TORRES FILHO,0.53559
2012,AM,ALVAR?ES,PMDB,MARIO TOMAS LITAIFF,0.53076
2012,AM,AMATUR?,PT,JO?O BRAGA DIAS,0.5225
2012,AM,ANAM?,PSD,JECIMAR PINHEIRO MATOS,0.57137
2012,AM,ANORI,PSD,SANSURAY PEREIRA XAVIER,0.61626
2012,AM,APU?,DEM,ADIMILSON NOGUEIRA,0.35219
2012,AM,ATALAIA DO NORTE,PDT,NONATO DO NASCIMENTO TENAZOR,0.58852
2012,AM,AUTAZES,PMDB,RAIMUNDO WANDERLAN PENALBER SAMPAIO,0.41026
2012,AM,BARCELOS,PMDB,JOSE RIBAMAR FONTES BELEZA,0.54368
2012,AM,BARREIRINHA,PSD,MECIAS PEREIRA BATISTA,0.43675
2012,AM,BENJAMIN CONSTANT,PSD,IRACEMA MAIA DA SILVA,0.50688
2012,AM,BERURI,PSD,ODEMILSON LIMA MAGALH?ES,0.54872
2012,AM,BOA VISTA DO RAMOS,PMDB,AMINTAS JUNIOR LOPES PINHEIRO,0.307
2012,AM,BOCA DO ACRE,PSD,ANTONIO IRAN DE SOUZA LIMA,0.65541
2012,AM,BORBA,PSD,JOSE MARIA DA SILVA MAIA,1
2012,AM,CAAPIRANGA,PSD,ZILMAR ALMEIDA DE SALES,0.40046
2012,AM,CANUTAMA,PP,JOAO OCIVALDO BATISTA DE AMORIM,0.53666
2012,AM,CARAUARI,PSD,FRANCISCO COSTA DOS SANTOS,0.52625
2012,AM,CAREIRO,PMDB,HAMILTON ALVES VILLAR,0.43237
2012,AM,CAREIRO DA V?RZEA,PSD,PEDRO DUARTE GUEDES,0.41675
2012,AM,COARI,PRP,MANOEL ADAIL AMARAL PINHEIRO,0.43007
2012,AM,CODAJ?S,PSD,ABRAHAN LINCON DIB BASTOS,0.447
2012,AM,EIRUNEPê,PSD,JOAQUIM NETO CAVALCANTE MONTEIRO,0.37787
2012,AM,ENVIRA,PMDB,IVON RATES DA SILVA,0.54948
2012,AM,FONTE BOA,PSD,JOSE SUEDINEY DE SOUZA ARAUJO,0.3993
2012,AM,GUAJAR?,PMDB,MANOEL HELIO ALVES DE PAULA,0.49893
2012,AM,HUMAIT?,PMDB,JOSê CIDENEI LOBO DO NASCIMENTO,0.55562
2012,AM,IPIXUNA,PR,AGUIMAR SILVERIO DA SILVA,0.51573
2012,AM,IRANDUBA,PTB,XINAIK SILVA DE MEDEIROS,0.3622
2012,AM,ITACOATIARA,PSD,MAMOUD AMED FILHO,0.33834
2012,AM,ITAMARATI,PMDB,JOAO MEDEIROS CAMPELO,0.63676
2012,AM,ITAPIRANGA,PMDB,NADIEL SERR?O DO NASCIMENTO,0.48386
2012,AM,JAPUR?,PC do B,RAIMUNDO GUEDES DOS SANTOS,0.59743
2012,AM,JURU?,PSD,TABIRA RAMOS DIAS FERREIRA,0.59607
2012,AM,JUTA?,PMDB,MARLENE GONÄALVES CARDOSO,0.52777
2012,AM,L?BREA,PMDB,EVALDO DE SOUZA GOMES,0.38859
2012,AM,MANACAPURU,PMDB,WASHINGTON LUIS RêGIS DA SILVA,0.50529
2012,AM,MANAQUIRI,PRTB,AGUINALDO MARTINS RODRIGUES,0.48629
2012,AM,MANAUS,PSDB,ARTHUR VIRGILIO DO CARMO RIBEIRO NETO,0.40549
2012,AM,MANICORê,PSD,L?CIO FL?VIO DO ROS?RIO,0.51442
2012,AM,MARA?,PMDB,CICERO LOPES DA SILVA,0.35856
2012,AM,MAUêS,PT,RAIMUNDO CARLOS GOES PINHEIRO,0.35168
2012,AM,NHAMUND?,PDT,GLEDSON HADSON PAULAIN MACHADO,0.53622
2012,AM,NOVA OLINDA DO NORTE,PT,JOSEIAS LOPES DA SILVA,0.58394
2012,AM,NOVO AIR?O,PT,LINDINALVA FERREIRA SILVA,0.44439
2012,AM,NOVO ARIPUAN?,PV,RAIMUNDO ROBSON DE S?,0.36076
2012,AM,PARINTINS,PSD,CARLOS ALEXANDRE FERREIRA SILVA,0.46374
2012,AM,PAUINI,PMDB,MARIA BARROSO DA COSTA,0.37916
2012,AM,PRESIDENTE FIGUEIREDO,PSB,NEILSON DA CRUZ CAVALCANTE,0.39916
2012,AM,RIO PRETO DA EVA,PRP,LUIZ RICARDO DE MOURA CHAGAS,0.55111
2012,AM,SANTA ISABEL DO RIO NEGRO,PDT,MARIOLINO SIQUEIRA DE OLIVEIRA,0.35066
2012,AM,SANTO ANT?NIO DO IÄ?,PMDB,ABRAAO MAGALHAES LASMAR,0.65583
2012,AM,S?O GABRIEL DA CACHOEIRA,PC do B,RENE COIMBRA,0.30684
2012,AM,S?O PAULO DE OLIVENÄA,PSD,RAIMUNDO NONATO SOUZA MARTINS,0.61587
2012,AM,S?O SEBASTI?O DO UATUM?,PSD,ADALBERTO SILVEIRA LEITE,0.35761
2012,AM,SILVES,PSD,FRANROSSI DE OLIVEIRA LIRA,0.52176
2012,AM,TABATINGA,PDT,RAIMUNDO CARVALHO CALDAS,0.45767
2012,AM,TAPAU?,PSD,ALMINO GONCALVES DE ALBUQUERQUE,0.24872
2012,AM,TEFê,PSD,ANTENOR MOREIRA PAZ,0.34083
2012,AM,TONANTINS,PSD,SIMEAO GARCIA DO NASCIMENTO,1
2012,AM,UARINI,PMDB,CARLOS GONÄALVES DE SOUZA NETO,1
2012,AM,URUCAR?,PSD,FELIPE ANTONIO,0.50084
2012,AM,URUCURITUBA,PR,PEDRO AMORIM ROCHA,0.40857
2012,AP,AMAP?,PRB,FRANCISCO DE ASSIS LEITE TEIXEIRA,0.47731
2012,AP,CALÄOENE,PMDB,MARIA LUCIMAR DA SILVA LIMA,0.57145
2012,AP,CUTIAS,PSL,ELIANE DO NASCIMENTO SANTOS,0.3516
2012,AP,FERREIRA GOMES,PT,VALDO ISACKSSON MONTEIRO,0.39593
2012,AP,ITAUBAL,PSB,ESTER CANDIDA CHAGAS DA SILVA,0.50257
2012,AP,LARANJAL DO JARI,PP,MANOEL JOSE ALVES PEREIRA,0.23824
2012,AP,MACAP?,PSOL,CLECIO LUIS VILHENA VIEIRA,0.27893
2012,AP,MAZAG?O,PMDB,GIODILSON PINHEIRO BORGES,0.30424
2012,AP,OIAPOQUE,PSB,MIGUEL CAETANO DE ALMEIDA,0.47877
2012,AP,PEDRA BRANCA DO AMAPARI,PR,GENIVAL GEMAQUE SANTANA,0.98246
2012,AP,PORTO GRANDE,PC do B,ANTONIO DE SOUSA PEREIRA,0.27445
2012,AP,PRACU?BA,PT,ANTONIO CARLOS LEITE DE MENDONÄA JUNIOR,0.33541
2012,AP,SANTANA,PTB,ROBSON SANTANA ROCHA FREIRES,0.41782
2012,AP,SERRA DO NAVIO,PSB,JOSE MARIA AMARAL LOBATO,0.33048
2012,AP,TARTARUGALZINHO,PT do B,ALMIR REZENDE,0.38758
2012,AP,VIT?RIA DO JARI,PT,RAIMUNDO DE ALCIMAR NEY DE SOUZA,0.61671
2012,BA,ABA?RA,PSB,JOAO HIPOLITO RODRIGUES FILHO,0.55944
2012,BA,ABARê,PMDB,BENEDITO PEDRO DA CRUZ,0.50537
2012,BA,ACAJUTIBA,PTC,JOSê LUIZ MENDES BRITO,0.5247
2012,BA,ADUSTINA,PMDB,JOSê ALDO RABELO DE JESUS,0.55932
2012,BA,?GUA FRIA,PT,EVANGIVALDO DOS SANTOS DESIDERIO,0.51302
2012,BA,AIQUARA,PC do B,OSEAS REBOUÄAS DE JESUS FILHO,0.47745
2012,BA,ALAGOINHAS,PDT,PAULO CEZAR SIMOES SILVA,0.61089
2012,BA,ALCOBAÄA,PV,BERNARDO OLIVIO FIRPO OLIVEIRA,0.57093
2012,BA,ALMADINA,PSD,ALBA GLEIDE MOURA DE GOIS,0.55617
2012,BA,AMARGOSA,PSB,KARINA BORGES SILVA,0.51292
2012,BA,AMêLIA RODRIGUES,PT,ANTONIO CARLOS PAIM CARDOSO,0.59574
2012,BA,AMêRICA DOURADA,PT,JOELSON CARDOSO DO ROSARIO,1
2012,BA,ANAGê,PT,ANDREA OLIVEIRA SILVA,0.60639
2012,BA,ANDARA?,PSB,WILSON PAES CARDOSO,0.56702
2012,BA,ANDORINHA,PP,JOSE RODRIGUES GUIMAR?ES FILHO,0.54515
2012,BA,ANGICAL,PP,LEOPOLDO DE OLIVEIRA NETO,0.53456
2012,BA,ANGUERA,PSD,MAURO SELMO OLIVEIRA VIEIRA,0.64162
2012,BA,ANTAS,PP,WANDERLEI DOS SANTOS SANTANA,0.52133
2012,BA,ANT?NIO CARDOSO,PDT,FELIC?SSIMO PAULINO DOS SANTOS FILHO,0.46933
2012,BA,ANT?NIO GONÄALVES,PR,IRENILDE VIEIRA COSTA DOS SANTOS,0.54285
2012,BA,APOR?,PT,JOSê RAIMUNDO DE SANTANA,0.59004
2012,BA,APUAREMA,PR,JOZILENE BARRETO RIBEIRO,0.51096
2012,BA,ARAÄ?S,PT,MARIA DAS GRAÄAS TRINDADE LEAL,0.64133
2012,BA,ARACATU,PV,SERGIO SILVEIRA MAIA,0.5094
2012,BA,ARACI,PDT,ANTONIO CARVALHO DA SILVA NETO,0.52849
2012,BA,ARAMARI,PDT,JOSE CARLOS ALVES NASCIMENTO,0.45476
2012,BA,ARATACA,PMDB,FERNANDO MANSUR GONZAGA,0.48333
2012,BA,ARATU?PE,PSD,SANDRA RITA LAGO SOUZA,0.52774
2012,BA,AURELINO LEAL,PP,ELIZANGELA RAMOS ANDRADE GARCIA,0.6074
2012,BA,BAIAN?POLIS,PDT,ANDERSON CLEYTON SANTOS ALMEIDA,0.44588
2012,BA,BAIXA GRANDE,PT,PEDRO LIMA NETO,0.51036
2012,BA,BANZA?,PT,PATRICIA NASCIMENTO ALMEIDA,0.5747
2012,BA,BARRA,PP,ARTUR SILVA FILHO,0.54778
2012,BA,BARRA DA ESTIVA,PV,ADRIANO CARLOS DIAS PIRES,0.51184
2012,BA,BARRA DO CHOÄA,PP,OBERDAM ROCHA DIAS,0.53949
2012,BA,BARRA DO MENDES,PMDB,ARMENIO SODRE NUNES,0.59772
