PMDB,PT,PSDB,PP,PR,PSD,PSB,DEM,PRB,PDT,PTB,SD,PTN,PCdoB,PSC,PPS,PHS,PV,PSOL,PROS,REDE,PTdoB,PEN,PSL,PMB,PRP,ano,municipio_codigo,cargo_codigo,partido_codigo,coligacao,populacao,latitude,longitude,estado,municipio,cargo,tipo,partido,coligacao_nome,coligacao_partidos,candidaturas_mun
0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81140,11,,1,13204.298,-26.719999,-52.860001,SC,JARDINÓPOLIS,PREFEITO,COLIGACAO,PSD,RENOVAÇÃO E MUDANÇA NAS MÃOS DO POVO,PSD / PSDB / PT / PDT,2
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81159,11,10,0,68423.352,-26.02,-48.849998,SC,GARUVA,PREFEITO,PARTIDO ISOLADO,PRB,#NULO#,PRB,4
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81159,11,,1,68423.352,-26.02,-48.849998,SC,GARUVA,PREFEITO,COLIGACAO,PMDB,POR UMA NOVA GARUVA,PMDB / PDT / PR / PTC / PPS,4
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81159,11,10,0,68423.352,-26.02,-48.849998,SC,GARUVA,PREFEITO,PARTIDO ISOLADO,PRB,#NULO#,PRB,4
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,81159,11,,1,68423.352,-26.02,-48.849998,SC,GARUVA,PREFEITO,COLIGACAO,PP,RENASCE A ESPERANCA,PP / PSDB / SD / PROS / PSB,4
1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81167,11,,1,13411.367,-28.98,-49.639999,SC,ERMO,PREFEITO,COLIGACAO,PSD,JUNTOS FAREMOS MAIS,PSD / PMDB / PP / DEM,2
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81167,11,,1,13411.367,-28.98,-49.639999,SC,ERMO,PREFEITO,COLIGACAO,PTB,PARA ERMO VOLTAR A CRESCER,PTB / PSDB / PSB,2
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81175,11,,1,245387.2,-26.93,-48.950001,SC,GASPAR,PREFEITO,COLIGACAO,PSDB,"SIM, NÓS PODEMOS MUDAR",PSDB / DEM,4
0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,81175,11,,1,245387.2,-26.93,-48.950001,SC,GASPAR,PREFEITO,COLIGACAO,PSB,NOSSO COMPROMISSO É COM AS PESSOAS,PSB / PSD / PC do B / PPL,4
0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81175,11,,1,245387.2,-26.93,-48.950001,SC,GASPAR,PREFEITO,COLIGACAO,PT,POR GASPAR CADA VEZ MELHOR,PT / PR / PDT / PRB / PPS,4
1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,81175,11,,1,245387.2,-26.93,-48.950001,SC,GASPAR,PREFEITO,COLIGACAO,PP,GASPAR TE QUERO FORTE,PP / PMDB / PTB / PSC / PSDC,4
0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81183,11,,1,21343.064,-27.559999,-48.799999,SC,SÃO PEDRO DE ALCÂNTARA,PREFEITO,COLIGACAO,PSD,SÃO PEDRO SERÁ UMA FELIZ CIDADE,PSD / PP / PSDB,3
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81183,11,,1,21343.064,-27.559999,-48.799999,SC,SÃO PEDRO DE ALCÂNTARA,PREFEITO,COLIGACAO,PMDB,SÃO PEDRO EM BOAS MÃOS,PMDB / PTB / PDT / PT,3
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81183,11,40,0,21343.064,-27.559999,-48.799999,SC,SÃO PEDRO DE ALCÂNTARA,PREFEITO,PARTIDO ISOLADO,PSB,#NULO#,PSB,3
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81191,11,,1,,,,SC,GRÃO-PARÁ,PREFEITO,COLIGACAO,PMDB,"TRABALHO, CRESCIMENTO E FUTURO",PMDB / PT / PR / PSB,2
0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,81191,11,,1,,,,SC,GRÃO-PARÁ,PREFEITO,COLIGACAO,PP,A FORÇA DO POVO,PP / PDT / PSC / DEM / PSD,2
0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81205,11,,1,11561.89,-26.629999,-52.68,SC,SANTIAGO DO SUL,PREFEITO,COLIGACAO,PSD,FAZER MAIS POR SANTIAGO DO SUL,PSD / PP / PT,2
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81205,11,,1,11561.89,-26.629999,-52.68,SC,SANTIAGO DO SUL,PREFEITO,COLIGACAO,PMDB,RUMO NOVO COM A FORÇA DO POVO,PMDB / PSDB / PPS,2
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81213,11,13,0,56368.727,-28.33,-49.029999,SC,GRAVATAL,PREFEITO,PARTIDO ISOLADO,PT,#NULO#,PT,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81213,11,15,0,56368.727,-28.33,-49.029999,SC,GRAVATAL,PREFEITO,PARTIDO ISOLADO,PMDB,#NULO#,PMDB,4
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81213,11,12,0,56368.727,-28.33,-49.029999,SC,GRAVATAL,PREFEITO,PARTIDO ISOLADO,PDT,#NULO#,PDT,4
0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81213,11,,1,56368.727,-28.33,-49.029999,SC,GRAVATAL,PREFEITO,COLIGACAO,PSDB,GRAVATAL UM PASSO A FRENTE,PSDB / PSD / PP / DEM / PR / PSB,4
0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,81221,11,,1,38718.645,-26.27,-50.459999,SC,BELA VISTA DO TOLDO,PREFEITO,COLIGACAO,PSDB,PARA BELA VISTA VOLTAR A CRESCER,PSDB / PSD / PT / PSC / PR / PSB,3
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81221,11,,1,38718.645,-26.27,-50.459999,SC,BELA VISTA DO TOLDO,PREFEITO,COLIGACAO,PP,PROGRESSO E TRABALHO PARA BELA VISTA DO TOLDO MUDAR,PP / PDT,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81221,11,,1,38718.645,-26.27,-50.459999,SC,BELA VISTA DO TOLDO,PREFEITO,COLIGACAO,PMDB,BELA VISTA EM BOAS MÂOS,PMDB / DEM,3
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81230,11,,1,69705.813,-27.08,-48.98,SC,GUABIRUBA,PREFEITO,COLIGACAO,PRB,QUEREMOS MUDAR,PRB / PEN,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81230,11,,1,69705.813,-27.08,-48.98,SC,GUABIRUBA,PREFEITO,COLIGACAO,PMDB,GUABIRUBA DE TODOS PARA TODOS,PMDB / DEM,3
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81230,11,,1,69705.813,-27.08,-48.98,SC,GUABIRUBA,PREFEITO,COLIGACAO,PP,GUABIRUBA PARA TODOS,PP / PT,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81248,11,,1,19612.408,-27.93,-50.509998,SC,CAPÃO ALTO,PREFEITO,COLIGACAO,PMDB,UNIDOS POR UM CAPÃO ALTO MELHOR,PMDB / PP,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81248,11,55,0,19612.408,-27.93,-50.509998,SC,CAPÃO ALTO,PREFEITO,PARTIDO ISOLADO,PSD,#NULO#,PSD,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,81248,11,23,0,19612.408,-27.93,-50.509998,SC,CAPÃO ALTO,PREFEITO,PARTIDO ISOLADO,PPS,#NULO#,PPS,3
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81256,11,,1,77218.891,-26.59,-53.509998,SC,GUARACIABA,PREFEITO,COLIGACAO,PT,ALIANÇA TRANSPARÊNCIA E HONESTIDADE,PT / PR,2
1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81256,11,,1,77218.891,-26.59,-53.509998,SC,GUARACIABA,PREFEITO,COLIGACAO,PSDB,AVANÇA MAIS GUARACIABA 'AS PESSOAS EM PRIMEIRO LUGAR',PSDB / PSD / PMDB / PP,2
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,81264,11,,1,13624.552,-27.92,-50.099998,SC,PAINEL,PREFEITO,COLIGACAO,PP,UNIDOS PARA O POVO,PP / PPS / PSDB,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81264,11,55,0,13624.552,-27.92,-50.099998,SC,PAINEL,PREFEITO,PARTIDO ISOLADO,PSD,#NULO#,PSD,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81264,11,,1,13624.552,-27.92,-50.099998,SC,PAINEL,PREFEITO,COLIGACAO,PMDB,SEGUINDO NO CAMINHO CERTO,PMDB / PR,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,81272,11,20,0,130445.84,-26.469999,-49,SC,GUARAMIRIM,PREFEITO,PARTIDO ISOLADO,PSC,#NULO#,PSC,4
1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,81272,11,,1,130445.84,-26.469999,-49,SC,GUARAMIRIM,PREFEITO,COLIGACAO,PMDB,AVANÇAR OUTRA VEZ,PMDB / PTB / PC do B / SD / PEN,4
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,81272,11,,1,130445.84,-26.469999,-49,SC,GUARAMIRIM,PREFEITO,COLIGACAO,PDT,MUITO MAIS GUARAMIRIM,PDT / PT / PR / PPS / PSB / PSD,4
0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81272,11,,1,130445.84,-26.469999,-49,SC,GUARAMIRIM,PREFEITO,COLIGACAO,PP,CORAGEM PARA MUDAR,PP / DEM / PSDB / PRB,4
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81280,11,,1,19636.682,-27.74,-49.939999,SC,BOCAINA DO SUL,PREFEITO,COLIGACAO,PSDB,BOCAINA MERECE RENOVAÇÃO E TRANSFORMAÇÃO,PSDB / PR,3
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81280,11,45,0,19636.682,-27.74,-49.939999,SC,BOCAINA DO SUL,PREFEITO,PARTIDO ISOLADO,PSDB,#NULO#,PSDB,3
1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,81280,11,,1,19636.682,-27.74,-49.939999,SC,BOCAINA DO SUL,PREFEITO,COLIGACAO,PP,"CONTINUAR SIM, UNIDOS POR BOCAINA",PP / PRB / PMDB / PPS / DEM / PSD,3
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81299,11,,1,31766.33,-26.379999,-53.52,SC,GUARUJÁ DO SUL,PREFEITO,COLIGACAO,PSB,EXPERIÊNCA E TRABALHO,PSB / PMDB,3
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81299,11,13,0,31766.33,-26.379999,-53.52,SC,GUARUJÁ DO SUL,PREFEITO,PARTIDO ISOLADO,PT,#NULO#,PT,3
0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81299,11,,1,31766.33,-26.379999,-53.52,SC,GUARUJÁ DO SUL,PREFEITO,COLIGACAO,PSD,RENOVA GUARUJA,PSD / PR / PSDB,3
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81302,11,,1,14283.923,-27.450001,-51.869999,SC,ALTO BELA VISTA,PREFEITO,COLIGACAO,PT,ALTO BELA VISTA PARA TODOS,PT / PSDB / PSD,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81302,11,15,0,14283.923,-27.450001,-51.869999,SC,ALTO BELA VISTA,PREFEITO,PARTIDO ISOLADO,PMDB,#NULO#,PMDB,2
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81310,11,,1,128416.65,-27.190001,-51.490002,SC,HERVAL D'OESTE,PREFEITO,COLIGACAO,PR,HERVAL D' OESTE PARA TODOS,PR / PSB / PP,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81310,11,55,0,128416.65,-27.190001,-51.490002,SC,HERVAL D'OESTE,PREFEITO,PARTIDO ISOLADO,PSD,#NULO#,PSD,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81310,11,,1,128416.65,-27.190001,-51.490002,SC,HERVAL D'OESTE,PREFEITO,COLIGACAO,PMDB,PORQUE HERVAL MERECE MAIS,PMDB / PSDB,3
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81329,11,,1,16843.521,-27.17,-50.799999,SC,FREI ROGÉRIO,PREFEITO,COLIGACAO,PP,"ADMINISTRAR COM TRANSPARÊNCIA, COMPETÊNCIA E SERIEDADE",PP / PR,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81329,11,,1,16843.521,-27.17,-50.799999,SC,FREI ROGÉRIO,PREFEITO,COLIGACAO,PMDB,"CONTINUA FREI ROGÉRIO, JUNTOS SOMOS MAIS",PMDB / PSD,2
1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81337,11,,1,25678.953,-27.09,-51.360001,SC,IBICARÉ,PREFEITO,COLIGACAO,PP,UNINDO FORÇAS POR IBICARE,PP / PMDB / PR / PDT / PSDB / PSD,2
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81337,11,,1,25678.953,-27.09,-51.360001,SC,IBICARÉ,PREFEITO,COLIGACAO,PT,UM RUMO NOVO COM A FORÇA DO POVO,PT / PSB,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81345,11,,1,18259.574,-28.51,-49.450001,SC,TREVISO,PREFEITO,COLIGACAO,PMDB,PARA TREVISO CONTINUAR CADA VEZ MELHOR,PMDB / PSD,2
0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81345,11,,1,18259.574,-28.51,-49.450001,SC,TREVISO,PREFEITO,COLIGACAO,PP,JUNTOS POR TREVISO,PP / PT / PSB / PSDB,2
0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,81353,11,,1,87423.352,-27.049999,-49.509998,SC,IBIRAMA,PREFEITO,COLIGACAO,PRB,JUNTOS POR IBIRAMA,PRB / PP / PDT / PSC / PR / DEM / PSD,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,81353,11,18,0,87423.352,-27.049999,-49.509998,SC,IBIRAMA,PREFEITO,PARTIDO ISOLADO,REDE,#NULO#,REDE,4
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81353,11,40,0,87423.352,-27.049999,-49.509998,SC,IBIRAMA,PREFEITO,PARTIDO ISOLADO,PSB,#NULO#,PSB,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81353,11,,1,87423.352,-27.049999,-49.509998,SC,IBIRAMA,PREFEITO,COLIGACAO,PMDB,IBIRAMA GOVERNO DE TODOS,PMDB / PPS,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81361,11,,1,17472.133,-27,-51.240002,SC,IOMERÊ,PREFEITO,COLIGACAO,PMDB,IOMERË EM PRIMEIRO LUGAR,PMDB / PT,2
0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81361,11,,1,17472.133,-27,-51.240002,SC,IOMERÊ,PREFEITO,COLIGACAO,PR,"RESPEITO, UNIÃO E AÇÃO",PR / PSDB / PSD / PP,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016,81370,11,50,0,268373.88,-28.709999,-49.299999,SC,IÇARA,PREFEITO,PARTIDO ISOLADO,PSOL,#NULO#,PSOL,3
1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2016,81370,11,,1,268373.88,-28.709999,-49.299999,SC,IÇARA,PREFEITO,COLIGACAO,PMDB,JUNTOS POR IÇARA,PMDB / PSDB / PSD / PSC / PDT / PT / PRP / PC do B,3
0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,81370,11,,1,268373.88,-28.709999,-49.299999,SC,IÇARA,PREFEITO,COLIGACAO,PRB,COM O POVO,PRB / PP / PR / DEM / PROS / PSB / PTB,3
0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,81388,11,,1,14008.103,-26.73,-52.389999,SC,BOM JESUS,PREFEITO,COLIGACAO,PP,RUMO NOVO COM A FORÇA DO POVO,PP / PSD / PR / PSB / PC do B,2
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81388,11,,1,14008.103,-26.73,-52.389999,SC,BOM JESUS,PREFEITO,COLIGACAO,PMDB,UNIDOS COM A FORÇA DO POVO,PMDB / PT / PSDB,2
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,81396,11,,1,62531.195,-26.9,-48.82,SC,ILHOTA,PREFEITO,COLIGACAO,PMDB,COMPROMISSO COM O FUTURO,PMDB / DEM / PPS / PSDB,2
0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81396,11,,1,62531.195,-26.9,-48.82,SC,ILHOTA,PREFEITO,COLIGACAO,PP,AVANTE IHOTA,PP / PDT / PSD / PT / PRP,2
0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,81400,11,,1,11539.7,-27.18,-51.23,SC,IBIAM,PREFEITO,COLIGACAO,PSD,RENOVAÇÃO E PROGRESSO [IBIAM],PSD / PC do B,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81400,11,,1,11539.7,-27.18,-51.23,SC,IBIAM,PREFEITO,COLIGACAO,PMDB,ALIANÇA COM O POVO [IBIAM],PMDB / PSDB,4
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81400,11,22,0,11539.7,-27.18,-51.23,SC,IBIAM,PREFEITO,PARTIDO ISOLADO,PR,#NULO#,PR,4
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,81400,11,,1,11539.7,-27.18,-51.23,SC,IBIAM,PREFEITO,COLIGACAO,PP,SERIEDADE E TRABALHO [IBIAM],PP / PPS / PDT / PT,4
0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81418,11,,1,92416.125,-28.34,-48.82,SC,IMARUÍ,PREFEITO,COLIGACAO,PRB,O TRABALHO TEM QUE CONTINUAR,PRB / PDT / PT / PTB,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,81418,11,51,0,92416.125,-28.34,-48.82,SC,IMARUÍ,PREFEITO,PARTIDO ISOLADO,PEN,#NULO#,PEN,4
1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81418,11,,1,92416.125,-28.34,-48.82,SC,IMARUÍ,PREFEITO,COLIGACAO,PMDB,TODOS POR IMARUÍ,PMDB / PSD / PP / PSDB,4
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81418,11,,1,92416.125,-28.34,-48.82,SC,IMARUÍ,PREFEITO,COLIGACAO,PR,JUNTOS SOMOS MAIS FORTES,PR / DEM,4
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81426,11,,1,18611.742,-26.719999,-52.560001,SC,ENTRE RIOS,PREFEITO,COLIGACAO,PMDB,ENTRE RIOS NO CAMINHO CERTO,PMDB / PT / PPS,2
0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,81426,11,,1,18611.742,-26.719999,-52.560001,SC,ENTRE RIOS,PREFEITO,COLIGACAO,PP,NÓS MERECEMOS UM ENTRE RIOS MELHOR,PP / PSDB / PSD / PC do B / PRB / PSB / PR,2
0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2016,81434,11,,1,219641.84,-28.24,-48.669998,SC,IMBITUBA,PREFEITO,COLIGACAO,PSD,MAIS IMBITUBA,PSD / PSDB / PP / PR / PSB / DEM / PSC / PRB / PEN / PT do B / PROS,2
1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81434,11,,1,219641.84,-28.24,-48.669998,SC,IMBITUBA,PREFEITO,COLIGACAO,PT,DE MÃOS LIMPAS POR IMBITUBA,PT / PMDB / PDT / PTB / PPS,2
1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,81442,11,,1,13250.21,-27.25,-52.490002,SC,PAIAL,PREFEITO,COLIGACAO,PSD,VIVA PAIAL,PSD / PMDB / PSDB / PSB / PC do B / PR,2
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81442,11,,1,13250.21,-27.25,-52.490002,SC,PAIAL,PREFEITO,COLIGACAO,PP,UNIAO POR PAIAL,PP / PT / PDT / PTB,2
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81450,11,,1,35515.141,-27.49,-49.419998,SC,IMBUIA,PREFEITO,COLIGACAO,PP,A PRIORIDADE É VOCÊ IMBUIENSE,PP / PMDB / PT / PSD,2
0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81450,11,,1,35515.141,-27.49,-49.419998,SC,IMBUIA,PREFEITO,COLIGACAO,PR,'IMBUIA! ACREDITE NA RENOVAÇÃO',PR / PSDB / PSB / PDT,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81469,11,,1,14848.346,-26.690001,-53.09,SC,BOM JESUS DO OESTE,PREFEITO,COLIGACAO,PMDB,BOM JESUS DO OESTE NO RUMO CERTO,PMDB / PT,2
0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81469,11,,1,14848.346,-26.690001,-53.09,SC,BOM JESUS DO OESTE,PREFEITO,COLIGACAO,PSD,RENOVAR PARA CRESCER,PSD / PSDB / PP / PR,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81477,11,15,0,215887.86,-26.889999,-49.23,SC,INDAIAL,PREFEITO,PARTIDO ISOLADO,PMDB,#NULO#,PMDB,4
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,81477,11,,1,215887.86,-26.889999,-49.23,SC,INDAIAL,PREFEITO,COLIGACAO,PT,PT E PCDOB,PT / PC do B,4
0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,81477,11,,1,215887.86,-26.889999,-49.23,SC,INDAIAL,PREFEITO,COLIGACAO,PP,PP/PSC/DEM/SD/PR/PSB,PP / DEM / PSC / SD / PR / PSB,4
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81477,11,,1,215887.86,-26.889999,-49.23,SC,INDAIAL,PREFEITO,COLIGACAO,PRB,"NOVO TEMPO, NOVA POLÍTICA",PRB / PSDB / PSD,4
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81485,11,45,0,21635.998,-26.469999,-52.959999,SC,SÃO BERNARDINO,PREFEITO,PARTIDO ISOLADO,PSDB,#NULO#,PSDB,3
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,81485,11,,1,21635.998,-26.469999,-52.959999,SC,SÃO BERNARDINO,PREFEITO,COLIGACAO,PR,GESTÃO PARA O DESENVOLVIMENTO,PR / PMDB / PP / PSB,3
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,81485,11,,1,21635.998,-26.469999,-52.959999,SC,SÃO BERNARDINO,PREFEITO,COLIGACAO,PT,AS PESSOAS EM PRIMEIRO LUGAR,PT / PPS / PSD,3
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,81493,11,,1,30476.045,-27.4,-51.77,SC,IPIRA,PREFEITO,COLIGACAO,PT,COLIGAÇÃO IPIRA CADA VEZ MELHOR,PT / PMDB / PC do B,2
