ano	estado	municipio	partido	prefeito
1996	TO	NOVO ALEGRE	PPB	GERMINO JOSE DE SOUSA
1996	MG	ALAGOA	PFL	ELI CHAVES
2004	MA	SANTA LUZIA	PMDB	VERONILDO TAVARES DOS SANTOS
2012	MA	S?O DOMINGOS DO MARANH?O	PP	KLEBER ALVES DE ANDRADE
2004	MT	COCALINHO	PSDB	JUAREZ FALONE DE ANDRADE
2012	MT	FIGUEIR?POLIS D'OESTE	PR	LINO CUPERTINO TEIXEIRA
2008	BA	SANTA LUZIA	PTB	ISMAR JACOBINA DE SANTANA
2008	MG	CAN?POLIS	PT	EDILSON ALVES SANTANA
2008	PB	PIRPIRITUBA	PSB	RINALDO DE LUCENA GUEDES
2008	PB	VIEIR?POLIS	PTB	MARCOS PEREIRA DE OLIVEIRA
2008	RS	COQUEIRO BAIXO	PP	ADELCIO DOMINGOS SESTARI
2008	SP	PIRACAIA	PV	FABIANE CABRAL DA COSTA SANTIAGO
2004	AL	MARAVILHA	PMDB	ANT?NIO JORGE RODRIGUES
2004	RS	SANTA MARIA	PT	ANTONIO VALDECI OLIVEIRA DE OLIVEIRA
2012	AL	MAJOR ISIDORO	PTB	MARIA SANTANA MARIANO SILVA CAMPOS
2012	RS	SAGRADA FAM?LIA	PT	ALCIDES CE DA SILVA
1996	PE	BOM CONSELHO	PSB	GERVASIO CAVALCANTE DE MATOS
1996	RN	MAXARANGUAPE	PPB	NUBIA MARIA DE LIMA DA COSTA
2000	RS	ITACURUBI	PP	ANTONIO MARTINS TRILHA
1996	PR	NOVA ESPERANCA DO SUDOESTE	PPB	NORBERTO GOEDERT
2004	PR	CENTENARIO DO SUL	PMDB	VERALICE PAZZOTTI
2012	PR	CORBêLIA	PSD	IVANOR DAMI?O BERNARDI
1996	SP	TABAPUA	PMDB	WALDOMIRO XAVIER DE SOUZA FILHO
2008	GO	CRISTALINA	DEM	LUIZ CARLOS ATTIê
2008	MG	JURUAIA	PSDB	?LVARO MARIANO JUNIOR
2008	RS	BOA VISTA DAS MISS?ES	PSB	CARLOS REGINALDO SANTOS BUENO
2008	SP	PIRAJU	PP	FRANCISCO RODRIGUES
2000	CE	MULUNGU	PMDB	JACQUELINE GURGEL MOTA
2004	MG	VARZELANDIA	PT	CARLOS ANTUNES DE SOUZA
2004	RS	ITATIBA DO SUL	PT	WOLMIR ANGELO DALL?AGNOL
2012	MG	VER?SSIMO	PSDB	REINALDO SEBASTI?O ALVES
2012	RS	JABOTICABA	PP	MIGUELZINHO PICCIN
2004	RN	PEDRA GRANDE	PFL	FRANCISCA DE F?TIMA LIMA DO NASCIMENTO
2012	RN	PUREZA	PT	MARIA CONCEICAO DA COSTA FONSECA
2000	RN	JARDIM DO SERIDO	PPS	PATR?CIO JOAQUIM DE MEDEIROS JUNIOR
2000	MG	LIBERDADE	PMDB	PAULO CESAR NOGUEIRA DE CARVALHO
1996	ES	ALFREDO CHAVES	PSDB	ROBERTO FORTUNATO FIORIN
2004	BA	TANHACU	PL	EDUARDO SILVA SANTANA
2004	PB	CACHOEIRA DOS INDIOS	PFL	FRANCISCO DANTAS RICARTE
2004	PE	DORMENTES	PPS	GEOMARCO COELHO DE SOUSA
2012	BA	SIM?ES FILHO	PSD	JOSE EDUARDO MENDONCA DE ALENCAR
2012	PB	CARRAPATEIRA	PTB	ANDRê PEDROSA ALVES
2012	PE	CH? GRANDE	PP	DANIEL ALVES DE LIMA
2000	PR	PORTO BARREIRO	PSB	JOSê CROTTI
2000	RS	FREDERICO WESTPHALEN	PP	Orlando Girardi
2000	SP	UNIAO PAULISTA	PTB	WALDECIR SOLIGO LOPES
2008	MG	?GUA COMPRIDA	PSDB	JO?O ANIVALDO OLIVEIRA
2008	MG	RIACHINHO	PMDB	JOSE VILMAR SILVA
2008	PB	ITATUBA	PSDB	RENATO LACERDA MARTINS
2008	SC	IRANI	DEM	ADELAIDE SALVADOR
2008	SE	ITABAIANA	PMDB	LUCIANO BISPO DE LIMA
1996	PI	SAO LUIS DO PIAUI	PMDB	SEVERIANO TEODORO DE SOUSA
2004	RS	PASSO DO SOBRADO	PDT	ELTO DETTENBORN
2012	RS	PASSO DO SOBRADO	PT	CARLOS GILBERTO BAIERLE
1996	PB	SOLEDADE	PMDB	FERNANDO ARAUJO FILHO
2004	MT	PLANALTO DA SERRA	PFL	DENIO PEIXOTO RIBEIRO
2012	MT	POXORêU	PSD	JANE MARIA SANCHEZ LOPES
1996	BA	SANTA BRIGIDA	PTB	ROSALIA RODRIGUES FRANCA
1996	PE	QUIXABA	PSB	JOSE PEREIRA NUNES
1996	SC	MORRO GRANDE	PMDB	DARIO CREPALDI
2008	CE	ALC?NTARAS	PRP	RAIMUNDO GOMES SOBRINHO
2008	MA	BOA VISTA DO GURUPI	PDT	EMANNUEL DA SILVA MARTINS
2008	RS	PAROBê	PTB	GILDA MARIA KIRSCH
2008	RS	REDENTORA	PMDB	MARCOS CEZAR GIACOMINI
1996	SC	JOSE BOITEUX	PPB	PEDRO GONCALVES
2004	RS	MUCUM	PP	IVANOR ROQUE MORAS
2012	RS	NOVA ALVORADA	PP	EDILSON ANTONIO ROMANINI
2000	PE	ITAPETIM	PSB	JOSê LOPES DA SILVA SOBRINHO
2000	RJ	RIO CLARO	PMDB	DIDACIO JOSE DE MORAES PENNA
1996	SC	DIONISIO CERQUEIRA	PT	ALTAIR CARDOSO RITTES
2000	RN	RAFAEL FERNANDES	PFL	MARIO COSTA DE OLIVEIRA
2004	RS	SENADOR SALGADO FILHO	PDT	SEDIR LUIZ WASTOWSKI
2012	RS	SERT?O SANTANA	PP	SERGIO TEIFKE
2008	GO	PALMIN?POLIS	PSDB	JOAO ADELCIO BARBOSA ALVES
2008	PB	PIL?EZINHOS	DEM	GERALDO MENDES DA SILVA JUNIOR
2008	PI	BATALHA	PTB	AMARO JOSê DE FREITAS MELO
2008	PR	DIAMANTE D'OESTE	PP	INES GOMES
1996	BA	CABACEIRAS DO PARAGUACU	PMDB	AURINO OLIVEIRA MACHADO FILHO
1996	BA	RIACHAO DO JACUIPE	PL	HERVAL LIMA CAMPOS
2004	RS	JOIA	PL	VILMAR AQUILINO HERNANDEZ
2012	RS	LAGO?O	PP	ALGILSON ANDRADE DA SILVA
2000	MG	MORADA NOVA DE MINAS	PMDB	AGENOR DE CAMPOS SANTOS
2008	MA	GOVERNADOR EUG?NIO BARROS	PR	WASHINGTON LUIS NOGUEIRA
2008	RS	HERVEIRAS	PMDB	PAULO NARDELI GRASSEL
1996	SP	PEDRANOPOLIS	PPB	JOSE FELTRIN
2004	PR	PLANALTINA DO PARANA	PFL	JOSE ANTONIO SIRENA
2012	PR	PORTO VIT?RIA	PSDB	MARISA DE FATIMA ILKIU DE SOUZA
2000	MG	ACAIACA	PT	JO?O DO CARMO MACEDO
2008	MA	PARNARAMA	PMN	RAIMUNDO SILVA RODRIGUES DA SILVEIRA
2008	PR	CAMPO MOUR?O	PMDB	NELSON JOSê TURECK
2008	RS	MUÄUM	PSDB	TARSO ANTONIO BASTIANI
2008	SC	LU?S ALVES	PMDB	VILAND BORK
2008	SP	JOSê BONIF?CIO	DEM	PEDRO JOSê BRAND?O DOS REIS
2004	RS	SAO VALENTIM DO SUL	PDT	EDINEI L?CIO SELLI
2012	RS	SAPIRANGA	PP	CORINHA BEATRIS ORNES MOLLING
1996	MT	PRIMAVERA DO LESTE	PTB	ERICO PIANA PINTO PEREIRA
1996	SC	BLUMENAU	PT	DECIO NERY DE LIMA
2004	MG	BOCAINA DE MINAS	PP	WILSON MOREIRA MACIEL
2012	MG	BRAZ?POLIS	PT	JO?O MAURO BERNARDO
1996	PI	AGUA BRANCA	PMDB	LUZIA DOS SANTOS BEZERRA SALES
1996	MG	ESTRELA DO INDAIA	PSDB	VITORIO DA SILVA GOMES
2004	PR	PINHALAO	PDT	VALDOMIRO TEIXEIRA FRAIZ
2012	PR	PRADO FERREIRA	PP	SILVIO ANTONIO DAMACENO
2004	SP	SAO LOURENCO DA SERRA	PSDB	JOSê MERLI
2012	SP	S?O JOSê DO BARREIRO	PSDB	JOSê MILTON DE MAGALH?ES SERAFIM
1996	MS	RIO BRILHANTE	PTB	DONATO LOPES DA SILVA
2000	AM	GUAJARA	PFL	ARMANDO CORREIA DE OLIVEIRA FILHO
1996	TO	RIO SONO	PMDB	IRACI GUIMARAES CAMPOS
2004	MG	PAINEIRAS	PMDB	VICENTE FELICIANO ALVES
2008	PB	SANTA LUZIA	DEM	JOSE ADEMIR PEREIRA DE MORAIS
2012	MG	PAR? DE MINAS	PMDB	ANT?NIO J?LIO DE FARIA
2000	MG	PEDRA DO ANTA	PDT	JOAO BATISTA VIANA
1996	PR	ALTAMIRA DO PARANA	PDT	LUIZ FERNANDO VECCHI
2000	PB	DAMIAO	PMDB	GEOVAL DE OLIVEIRA SILVA
2000	SP	NOVA CASTILHO	PSDB	JOSê CARLOS HONORATO DA SILVA
2000	SP	MIRASSOLANDIA	PMDB	PAULO ROBERTO GOMES BARRETO
1996	PI	SAO LOURENCO DO PIAUI	PSDB	LUIZ BARBOSA CARDOSO
1996	SP	IRAPUA	PFL	NELSON DA SILVA
2000	PR	BRASILANDIA DO SUL	PSDB	DJALMA BOZZE DOS SANTOS
2004	BA	ITARANTIM	PP	GIDE?O SOARES MATTOS
2004	PB	DIAMANTE	PMDB	HERCULES BARROS MANGUEIRA DINIZ
2012	BA	ITIRUÄU	PSDB	WAGNER PEREIRA NOVAES
2012	PB	COREMAS	PSDB	ANT?NIO CARLOS CAVALCANTI LOPES
1996	SP	QUINTANA	PSDB	LUIZ DONIZETTI MARTINI
2000	RN	PARANA	PMDB	PEDRO JOAQUIM DE ANDRADE
2004	SC	GUATAMBU	PMDB	LAURI JORGE GERELLI
2012	SC	IÄARA	PT	MURIALDO CANTO GASTALDON
2008	BA	CAMACAN	DEM	MARIA ANGELA DA SILVA CARDOSO CASTRO
1996	PI	SIMPLICIO MENDES	PFL	HELI DE ARAUJO MOURA FE
1996	PI	SAO JOAO DO PIAUI	PPS	MURILO ANTONIO PAES LANDIM
2000	TO	BERNARDO SAYAO	PP	JOAO GOMES NEPOMUCENO
1996	MG	CONSOLACAO	PFL	LAZARO BALTAZAR DA ROSA
1996	RS	COLINAS	PDT	NESTOR RICARDO HOLLMANN
2000	PR	PRESIDENTE CASTELO BRANCO	PFL	ALVARINO FACCIN
2004	GO	CALDAZINHA	PSDB	JUCELINO BRAZ DE CASTRO
2004	RS	VENANCIO AIRES	PMDB	ALMEDO DETTENBORN
2012	GO	C?RREGO DO OURO	PMDB	BENTO VICENTE DA SILVA
2012	RS	VESPASIANO CORR?A	PP	MARCELO PORTALUPPI
1996	RS	CACAPAVA DO SUL	PMDB	JOSE ERLI PEREIRA VARGAS
2000	PE	ALAGOINHA	PFL	ERALDO PAES DA SILVA
2000	SP	JACAREI	PT	MARCO AURELIO DE SOUZA
2004	BA	SITIO DO MATO	PFL	ALFREDO DE OLIVEIRA MAGALH?ES JUNIOR
2004	RS	SANTA VITORIA DO PALMAR	PT	CLAUDIO FERNANDO BRAYER PEREIRA
2012	BA	TANQUINHO	PT	JORGE FLAMARION RAMOS DE SOUZA
2012	RS	SANTA VIT?RIA DO PALMAR	PT	EDUARDO CORR?A MORRONE
2000	PI	BELEM DO PIAUI	PTB	ANTONIO GOMES DE SOUSA
2004	ES	GUARAPARI	PHS	ANTONICO GOTTARDO
2004	PB	MONTE HOREBE	PFL	ERIVAN DIAS GUARITA
2004	SP	UBATUBA	PL	EDUARDO DE SOUZA CESAR
2012	ES	IRUPI	PSB	CARLOS HENRIQUE EMERICK STORCK
2012	PB	MAMANGUAPE	PR	EDUARDO CARNEIRO DE BRITO
2012	TO	PEDRO AFONSO	PDT	JAIRO SOARES MARIANO
1996	AC	MANCIO LIMA	PMDB	PAULO LIMA DENE
1996	RN	ITAU	PL	FRANCISCO NEUREMBERG FERNANDES
1996	MS	LAGUNA CARAPA	PSDB	LUIZ CARLOS DA ROCHA LIMA
2004	PE	VERDEJANTE	PFL	FRANCISCO ALVES TAVARES DE SA
2008	BA	VARZEDO	PT	RADAMAN DE SOUSA BARRETO
2008	MG	JACINTO	PMDB	CARLOS DANTEZ FERRAZ DE MELO
2008	MS	MARACAJU	PTB	CELSO LUIZ DA SILVA VARGAS
2008	MT	MARCEL?NDIA	PR	ADALBERTO NAVAIR DIAMANTE
2008	PR	LUPION?POLIS	PMDB	JOSê CARLOS TIBêRIO
2008	PR	VERA CRUZ DO OESTE	PT	ELDON ANSCHAU
2008	RS	CHUVISCA	PMDB	NELINO VENZKE
2008	SP	REGISTRO	PT	SANDRA KENNEDY VIANA
2012	PI	BENEDITINOS	PSDB	AAR?O CRUZ MENDES
1996	PR	ENEAS MARQUES	PSDB	HELIO PARZIANELLO
2000	SC	GALVAO	PMDB	Admir Edi Dalla Cort
2000	MG	CONGONHAL	PFL	SEBASTI?O L?CIO DOS SANTOS
2004	AL	IGACI	PTB	JOSê PETR?CIO OLIVEIRA BARBOSA
2012	AL	JUNDI?	PMDB	CARLOS ANT?NIO DE MORAES E LIMA FILHO
1996	CE	ICO	PMDB	FRANCISCO LEITE GUIMARAES NUNES
1996	SC	ROMELANDIA	PMDB	ALESIO FRANCISCO BUGS
2000	RS	DERRUBADAS	PMDB	MIRO MULBEIER
1996	RS	GENTIL	PMDB	JOAO FRANCISCO CHAIS
1996	TO	TOCANTINOPOLIS	PPB	JOSE BONIFACIO GOMES DE SOUZA
2000	SE	CRISTINAPOLIS	PSDB	ELIZEU SANTOS
2000	MG	CONCEICAO DOS OUROS	PMDB	JO?O RIBEIRO DE CARVALHO NETO
2004	MA	ICATU	PV	JUAREZ ALVES LIMA
2012	MA	LAGOA GRANDE DO MARANH?O	PT	JORGE EDUARDO GONÄALVES DE MELO
2004	MG	POCOS DE CALDAS	PFL	SEBASTI?O NAVARRO VIEIRA FILHO
2004	MS	AQUIDAUANA	PTB	LUIZ FELIPPE RIBEIRO ORRO
2004	SP	RANCHARIA	PSDB	ALBERTO CESAR CENTEIO DE ARA?JO
2012	MG	PINGO D'?GUA	PV	ANSELMO PIRES DE CARVALHO
2012	MS	CORGUINHO	PMDB	DALTON DE SOUZA LIMA
2012	SP	POTIM	PMN	BENITO CARLOS THOMAZ
2004	CE	LAVRAS DA MANGABEIRA	PMDB	EDENILDA LOPES DE OLIVEIRA SOUSA
2004	GO	SANTA RITA DO NOVO DESTINO	PP	JO?O CARDOSO DOS SANTOS
2008	MG	POTê	PSB	GILDESIO SAMPAIO DE OLIVEIRA
2008	RN	MOSSOR?	DEM	MARIA DE F?TIMA ROSADO NOGUEIRA
2012	CE	MILH?	PP	OTACILIO JOSE PINHEIRO MACEDO
2012	GO	S?O MIGUEL DO PASSA QUATRO	PMDB	HUMBERTO BATISTA DA PAIX?O
1996	MG	FREI GASPAR	PL	FRANCISCO CARLOS DE MAGALHAES
2000	MT	NOVA OLIMPIA	PMDB	FRANCISCO SOARES DE MEDEIROS
2004	MG	ALFREDO VASCONCELOS	PP	OLACIR ELY DA SILVA
2012	MG	ALFENAS	PDT	MAURILIO PELOSO
2000	MT	BARRA DO BUGRES	PMDB	ARNALDO LUIZ PEREIRA
2004	RS	SAPUCAIA DO SUL	PMDB	MARCELO ANDRADE MACHADO
2012	RS	SEGREDO	PMDB	ALENCAR JOSE FERON
2000	RN	CAICARA DO NORTE	PP	JOSê EDILSON ALVES DE MENEZES
1996	MG	ORATORIOS	PL	JOSE ANTONIO DELGADO
2008	BA	TANQUINHO	PT	JORGE FLAMARION RAMOS DE SOUZA
2008	GO	NOVA AURORA	PT	JERONIMO CARNEIRO SOBRINHO
2008	MG	MAMONAS	PTB	JOAO NUNES FERREIRA
2008	PI	DIRCEU ARCOVERDE	PP	ALCIDES LIMA DE AGUIAR
2008	SP	CACHOEIRA PAULISTA	PSDB	FABIANO ANTONIO CHALITA VIEIRA
2004	PB	DESTERRO	PL	DILSON DE ALMEIDA
2012	PB	CAJAZEIRAS	PSB	FRANCISCA DENISE ALBUQUERQUE DE OLIVEIRA
1996	BA	PINTADAS	PT	NEUZA CADORE
1996	MG	CANDEIAS	PPB	RAYMUNDO BERNARDINO FILHO
1996	MG	MORADA NOVA DE MINAS	PMDB	WALTER FRANCISCO DE MOURA
2000	MG	EUGENOPOLIS	PMDB	IZONEL CRUZ PIMENTEL
2004	PA	MONTE ALEGRE	PTB	JORGE LUIS DOS SANTOS BRAGA
2012	PA	MOCAJUBA	PR	ROSIEL SABA COSTA
1996	RS	CASEIROS	PPB	JOAQUIM PEREIRA DE LIMA
2000	AM	BARREIRINHA	PL	GILVAN GERALDO DE AQUINO SEIXAS
2000	MG	JURUAIA	PSDB	ALVARO MARIANO JUNIOR
2004	AL	PAULO JACINTO	PSB	MARCOS ANTONIO DE ALMEIDA
2012	AL	MURICI	PMDB	REMI VASCONCELOS CALHEIROS
1996	PI	SEBASTIAO LEAL	PMDB	ANA PAULA MENDES ARAUJO DE CARVALHO
2004	GO	MUTUNOPOLIS	PMDB	LUIZ MARTINS DE OLIVEIRA
2012	GO	PALMELO	PSDB	ANTONIO LUCIO DE REZENDE
2008	CE	CASCAVEL	PT	DêCIO PAULO BONILHA MUNHOZ
2008	PA	NOVA IPIXUNA	PTB	EDISON RAIMUNDO ALVARENGA
2008	PI	J?LIO BORGES	PDT	RAIMUNDO RIBEIRO DE CARVALHO
2008	RN	ITAJ?	DEM	GILBERTO ELIOMAR LOPES
1996	PI	SAO MIGUEL DO FIDALGO	PTB	ANTONIO DIAS DE OLIVEIRA
2000	MG	TABULEIRO	PSDB	JOSE MARIA CAMPOS NEVES
2004	PE	BOM CONSELHO	PL	AUDALIO FERREIRA DE ARAUJO
2012	PB	UIRA?NA	PSB	JO?O BOSCO NONATO FERNANDES
1996	PI	PAULISTANA	PMDB	LUIZ COELHO DA LUZ FILHO
2000	BA	PALMEIRAS	PTB	CARLOS ALBERTO DA SILVA LOPES
2000	RR	SAO LUIZ DO ANAUA	PSDB	GERALDO FRANCISCO DA COSTA
1996	MG	LEME DO PRADO	PMDB	WILMAR ADAO BARROSO
1996	PB	AGUA BRANCA	PFL	JOSE BENONE FIRMINO
2004	BA	RAFAEL JAMBEIRO	PP	JOELDEVAL DE SOUZA DO CARMO
2012	BA	PRESIDENTE TANCREDO NEVES	PDT	MOACY PEREIRA DOS SANTOS
2004	GO	RIO VERDE	PP	PAULO ROBERTO CUNHA
2012	GO	S?O JO?O DA PARA?NA	PSD	JO?O BATISTA DE FIGUEREDO NETO
1996	RN	BAIA FORMOSA	PMDB	JOSE GALDINO ALVES
2000	MA	PORTO RICO DO MARANHAO	PMDB	LUIS HENRIQUE DINIZ FONSECA
2004	RN	PARAZINHO	PFL	GENIVAL DE MELO MARTINS
2008	BA	ITAMBê	PMDB	MOACIR SANTOS ANDRADE
2008	CE	VARJOTA	PMDB	ROSA C?NDIDA DE  OLIVEIRA XIMENES
2008	MA	CENTRO DO GUILHERME	PR	MARIA DEUSDETE LIMA
2008	RS	GLORINHA	PMDB	DORIVAL DIRCEU MEDINGER
2012	RN	S?O RAFAEL	PPS	JOSE DE ARIMATEIA BRAZ
2000	PR	APUCARANA	PFL	VALTER APARECIDO PEGORER
2004	RN	PEDRA PRETA	PMDB	GILVAN INACIO DE LIMA
2012	RN	SANTO ANT?NIO	PMDB	LUIZ FRANCO RIBEIRO
1996	PR	SALTO DO ITARARE	PTB	JOSE ODAIR
2004	MG	ARCOS	PMDB	PL?CIDO RIBEIRO VAZ
2012	MG	ANT?NIO PRADO DE MINAS	DEM	ABELAR MANOEL COSTA
1996	PB	SAO JOSE DOS CORDEIROS	PMDB	AGOSTINHO JACARE PEREIRA
2000	SP	LAGOINHA	PDT	ELCIO JOSE FERREIRA
1996	MG	SAO ROMAO	PMDB	DENIO MARCOS SIMOES
2004	SP	FRANCO DA ROCHA	PSDB	MARCIO CECCHETTINI
2012	SP	FLORA RICA	PSD	PAULO ROGERIO FLORENTINO DE FARIA
2000	MG	ALVARENGA	PT	HOMERO JO?O PEIXOTO DE FREITAS
2000	MG	RIACHINHO	PL	Valmir Gontijo Ferreira
2008	MA	S?O RAIMUNDO DO DOCA BEZERRA	PSDB	DAVID RODRIGUES DA SILVA
2008	MT	NOVA OL?MPIA	PT	FRANCISCO SOARES DE MEDEIROS
2008	SE	NOSSA SENHORA DE LOURDES	PR	LAERTE GOMES DE ANDRADE
1996	MG	LAMBARI	PFL	EUGENIO CARNEIRO RODRIGUES
1996	SC	ANGELINA	PMDB	MAURO JONCK
2000	RS	LAJEADO	PP	Claudio Pedro Schumacher
2000	SC	BRACO DO NORTE	PMDB	Ademir da Silva Matos
2004	PE	FLORESTA	PSDB	AFONSO AUGUSTO FERRAZ
2012	PE	IBIMIRIM	PP	JOSE ADAUTO DA SILVA
2004	CE	CANINDE	PP	ANTONIO GLAUBER GONÄALVES MONTEIRO
2012	CE	FORQUILHA	PT	GERLASIO MARTINS DE LOIOLA
2000	SC	PINHALZINHO	PFL	Jo?o Rodrigues
2000	MG	SAO SEBASTIAO DO RIO VERDE	PSDB	MAUR?CIO DE BIASI FILHO
2000	SP	PINHALZINHO	PP	ANDERSON LUIS PEREIRA
2004	SP	DOBRADA	PT	CARLOS AUGUSTO BELLINTANI
2012	SP	DIVINOL?NDIA	PT	ISMAR ERNANI DE OLIVEIRA
1996	BA	MORTUGABA	PFL	ANTENOR SOUZA
2000	PB	BOQUEIRAO	PFL	JOANITA LEAL DE BRITO
1996	SC	GALVAO	PMDB	ADMIR EDI DALLA CORT
2000	GO	PORTELANDIA	PMDB	DANIEL DE FREITAS MARQUES
2008	MG	C?SSIA	PT	ANA MARIA CARIS
2000	CE	CHAVAL	PTB	PAULO SERGIO DE ALMEIDA PACHECO
2000	SE	TELHA	PFL	LUCIANO GOIS GOMES
2000	MA	BELA VISTA	PP	ANTONIO MORAIS DA SILVA
1996	MS	RIO NEGRO	PMDB	ERONIAS CANDIDO DE REZENDE
1996	SP	VISTA ALEGRE DO ALTO	PSDB	JOBES DA ROCHA
2000	GO	CIDADE OCIDENTAL	PP	PLINIO RODRIGUES DE ARAUJO
2008	MG	GUARAR?	PRB	LAIR SILVAS
2008	MG	RIO CASCA	PR	JOSê MARIA DE SOUZA CUNHA
2008	RS	CANDIOTA	PT	LUIZ CARLOS FOLADOR
2008	SC	ITAPO?	PSDB	ERVINO SPERANDIO
2008	SC	LUZERNA	PMDB	NORIVAL FIORIN
1996	PI	BELEM DO PIAUI	PTB	ANTONIO GOMES DE SOUSA
1996	SP	DOIS CORREGOS	PTB	JOAO MAZIERO
2000	TO	PIRAQUE	PP	JO?O BATISTA NEPOMUCENO SOBRINHO
2004	TO	PRESIDENTE KENNEDY	PSDB	FRANCISCO RODRIGUES DE VASCONCELOS
2012	SP	VARGEM GRANDE DO SUL	PTB	CELSO ITAROTI CANCELIERI CERVA
2004	AC	RODRIGUES ALVES	PP	FRANCISCO VAGNER DE SANTANA AMORIM
2012	AC	CRUZEIRO DO SUL	PMDB	VAGNER JOSE SALES
2000	PR	SERTANEJA	PSDB	RENATO TAVARES
2000	RS	SANTO AUGUSTO	PFL	FLORISBALDO ANTONIO POLO
1996	MG	CAPUTIRA	PFL	FRANCISCO MUNIZ DE OLIVEIRA
2000	PB	SOLEDADE	PMDB	FERNANDO ARA?JO FILHO
2004	AM	BARCELOS	PSDB	ALBERTA MARIA OLIVEIRA DE DEUS
2012	AM	ALVAR?ES	PMDB	MARIO TOMAS LITAIFF
1996	CE	MORRINHOS	PSDB	JOAO TARCISIO ROCHA
2008	RJ	ARARUAMA	PMDB	ANDRE LUIZ MONICA E SILVA
2008	SP	SANTA CRUZ DA ESPERANÄA	PPS	DAERCIO LOPES DA SILVA
2000	BA	ITAGIBA	PFL	AURELIO VAZ DE QUADROS
1996	PB	OLIVEDOS	PFL	GENESIO GONCALVES DE ALBUQUERQUE DA COSTA
2004	MG	PINTOPOLIS	PFL	JOSê CARLOS DE ALMEIDA
2012	MG	POUSO ALEGRE	PT	AGNALDO PERUGINI
2004	MG	CONCEICAO DO PARA	PMDB	PROC?PIO CELSO DE FREITAS
2012	MG	CONCEIÄ?O DAS PEDRAS	PSDB	SEBASTI?O EDIC?SSIO RAIMUNDO
1996	BA	ANTAS	PTB	ALDROVANDO FELIX DO NASCIMENTO
2000	MA	BARRA DO CORDA	PTB	RAIMUNDO AVELAR SAMPAIO PEIXOTO
1996	SC	DOUTOR PEDRINHO	PMDB	ANTONIO NEREU GIRARDI
2008	CE	CHAVAL	PDT	JANALINE DE ALMEIDA PACHECO
2008	MG	ITAMOGI	DEM	JANOARIO ARANTES
2008	PB	TAPERO?	PSB	DEOCLêCIO MOURA FILHO
2008	SC	ARROIO TRINTA	DEM	CLAUDIO SPRICIGO
2008	SC	PINHALZINHO	PT	FABIANO DA LUZ
2008	TO	S?O SALVADOR DO TOCANTINS	DEM	DENIVAL GONÄALVES DA CRUZ
1996	PE	BELEM DE MARIA	PSB	ROLPH EBER CASALE
2000	PA	OURILANDIA DO NORTE	PSDB	ROMILDO VELOSO E SILVA
2004	BA	POJUCA	PFL	ANTONIO JORGE DE ARAG?O NUNES
2012	BA	QUIXABEIRA	PT	ELIEZER COSTA DE OLIVEIRA
2000	RS	CRISTAL DO SUL	PMDB	HEITOR ASTOR COSTA
2004	RS	BARAO DE COTEGIPE	PP	VLADIMIR LUIZ FARINA
2012	RS	BARRA FUNDA	PDT	ALEXANDRE ELIAS NICOLA
2004	RJ	TERESOPOLIS	PDT	ROBERTO PETTO GOMES
2012	RJ	S?O JOSê DO VALE DO RIO PRETO	PMDB	ROSALDO ANDRIOLO MACHADO
2004	RS	ALMIRANTE TAMANDARE DO SUL	PP	JO?O DOMINGOS RODRIGUES DA SILVA
2012	RS	ARROIO GRANDE	PP	LUIS HENRIQUE PEREIRA DA SILVA
2008	GO	GUARA?TA	PMDB	CêLIA DE MORAIS MARQUES
2008	MG	ITAMARANDIBA	PSB	GELTE ANTONIO COSTA
2008	MG	MATUTINA	PTB	JOSê HIRONILTOM LOPES
2008	PB	SANTARêM	PMDB	LUCRECIA ADRIANA DE ANDRADE BARBOSA DANTAS
2008	SP	TURMALINA	PMDB	ISRAEL COSTA
2008	TO	FORMOSO DO ARAGUAIA	PTB	PEDRO REZENDE TAVARES
2008	TO	TOCANT?NIA	PR	MANOEL SILVINO GOMES NETO
1996	PR	REALEZA	PDT	FRANCISCO DORS
2004	BA	SERROLANDIA	PSC	NOELIA SOUSA OLIVEIRA
2012	BA	TREMEDAL	PT	MARCIO FERRAZ DE OLIVEIRA
2000	MG	LIMEIRA DO OESTE	PMDB	Antìnio Ferrari
2004	MG	LAMBARI	PL	SEBASTIAO CARLOS DOS REIS
2012	MG	LUZ	PP	AILTON DUARTE
2004	GO	AMARALINA	PSDB	D?SIO MARQUES FERREIRA
2012	GO	ARAÄU	PMDB	ADAIR DIVINO DAS CHAGAS
2004	PA	VITORIA DO XINGU	PSDB	AVERALDO PEREIRA LIMA
2012	PB	CABACEIRAS	PSB	LUIZ AIRES CAVALCANTE
2004	CE	SENADOR POMPEU	PT	ANTONIO TEIXEIRA DE OLIVEIRA
2012	CE	URUBURETAMA	PSD	LUIZ VLADEIRTON OLIVEIRA DE QUEIROZ FILHO
1996	RS	SANTO CRISTO	PT	RUBEN PAULO WIEST
2008	MG	FORMIGA	PT	ALU?SIO VELOSO DA CUNHA
2008	PR	AMPêRE	PP	FLAVIO JOSE PENSO
2008	SC	PRINCESA	DEM	EDGAR ELOI LAMBERTY
2008	SP	BROTAS	PDT	ANTONIO BENEDITO SALLA
2000	MG	MARIANA	PMDB	JO?O RAMOS FILHO
2004	PI	SANTO INACIO DO PIAUI	PPS	PEDRO NOLASCO BATISTA
